name,tag,symbol,id,currency,status
Omnitude,,ECOM,,,unavailable
Treat DAO,,TREAT,,,unavailable
Dether,,DTH,,,unavailable
Vipstar Coin,,VIPS,,,unavailable
Ulord,,UT,,,unavailable
Asch,asch,XAS,1066637,USD,available
Rope,,$ROPE,,,unavailable
PayPie,paypie,PPP,1094080,USD,available
Education Ecosystem,,LEDU,,,unavailable
DAPS Coin,daps-coin,DAPS,1116045,USD,available
Kuende,,KUE,,,unavailable
Eden,,EDN,,,unavailable
Giga Watt Token,giga-watt-token,WTT,1072144,USD,available
DiFy.Finance,,YFIII,,,unavailable
Kingdom Game 4.0,,KDG,,,unavailable
SAFE DEAL,,SFD,,,unavailable
PLANET,,PLA,,,unavailable
EOS TRUST,,EOST,,,unavailable
Bean Cash,bean-cash,BITB,1071235,USD,available
Primas,primas,PST,1061514,USD,available
Lobstex,,LOBS,,,unavailable
CryptoFranc,,XCHF,,,unavailable
SonoCoin,,SONO,,,unavailable
Global Cryptocurrency,,GCC,,,unavailable
ValueCyberToken,,VCT,,,unavailable
Infinitus Token,,INF,,,unavailable
DACSEE,,DACS,,,unavailable
Bismuth,bismuth,BIS,1071290,USD,available
DAV Coin,,DAV,,,unavailable
Tolar,,TOL,,,unavailable
Wolves of Wall Street,,WOWS,,,unavailable
LNX Protocol,lnx-protocol,LNX,1152966,USD,available
Centric Cash,,CNS,,,unavailable
Vid,,VI,,,unavailable
MonetaryUnit,monetaryunit,MUE,1070372,USD,available
Vites,,VITES,,,unavailable
Karbo,,KRB,,,unavailable
Sharder,sharder,SS,1089392,USD,available
PUBLISH,,NEWS,,,unavailable
8X8 PROTOCOL,,EXE,,,unavailable
Waves Community Token,waves-community-token,WCT,1070386,USD,available
Color Platform,,CLR,,,unavailable
Zero,zero,ZER,1071420,USD,available
AmonD,,AMON,,,unavailable
DAOBet,,BET,,,unavailable
Bitcoin Private,bitcoin-private,BTCP,1075488,USD,available
Naka Bodhi Token,,NBOT,,,unavailable
Fusible,,FUSII,,,unavailable
GMB,,GMB,,,unavailable
LocalCoinSwap,,LCS,,,unavailable
eosDAC,eosdac,EOSDAC,1094191,USD,available
Vanilla Network,,VNLA,,,unavailable
Winding Tree,,LIF,,,unavailable
SafeCoin,,SAFE,,,unavailable
ChartEx,,CHART,,,unavailable
DATx,,DATX,,,unavailable
Aventus,aventus,AVT,1061504,USD,available
Matryx,,MTX,,,unavailable
TrueFlip,trueflip,TFL,1071334,USD,available
BOMB,,BOMB,,,unavailable
ATLANT,atlant,ATL,1071356,USD,available
Typerium,,TYPE,,,unavailable
FujiCoin,fujicoin,FJC,1071415,USD,available
Fera,,FERA,,,unavailable
Bonk,,BONK,,,unavailable
BOScoin,,BOS,,,unavailable
Krios,,GIG,,,unavailable
MicroBitcoin,,MBC,,,unavailable
Q DAO Governance token v1.0,,QDAO,,,unavailable
BitBoost,bitboost,BBT,1071475,USD,available
SpectrumCash,,XSM,,,unavailable
Banca,banca,BANCA,1088158,USD,available
Membrana,,MBN,,,unavailable
Renewable Electronic Energy Coin,electronic-energy-coin,REEC,1115199,USD,available
Xaurum,xaurum,XAUR,1070402,USD,available
ChronoCoin,,CRN,,,unavailable
OWNDATA,,OWN,,,unavailable
Nuggets,,NUG,,,unavailable
SynchroBitcoin,,SNB,,,unavailable
Sealchain,,SEAL,,,unavailable
Okschain,,OKS,,,unavailable
Hedge,hedge,HDG,1061880,USD,available
Databroker,,DTX,,,unavailable
CoinFi,coinfi,COFI,1107545,USD,available
0xBitcoin,0xbtc,0xBTC,1141244,USD,available
GAPS,,GAP,,,unavailable
Ormeus Cash,,OMC,,,unavailable
Eureka Coin,,ERK,,,unavailable
STK,,STK,,,unavailable
CloakCoin,cloakcoin,CLOAK,1061891,USD,available
StrongHands,,SHND,,,unavailable
Unification,,FUND,,,unavailable
Ormeus Ecosystem,,ECO,,,unavailable
Donut,,DONUT,,,unavailable
PieDAO DEFI++,,DEFI++,,,unavailable
XTRABYTES,xtrabytes,XBY,1066672,USD,available
EDC Blockchain,edc-blockchain,EDC,1167173,USD,available
TrezarCoin,trezarcoin,TZC,1071301,USD,available
Capricoin+,capricoin,CPS,1061882,USD,available
TraDove B2BCoin,b2bcoin,BBC,1094070,USD,available
Humaniq,humaniq,HMQ,1071180,USD,available
Max Property Group,,MPG,,,unavailable
SINOVATE,,SIN,,,unavailable
Olyseum,,OLY,,,unavailable
ZumCoin,,ZUM,,,unavailable
Bottos,bottos,BTO,1066719,USD,available
Pylon Network,,PYLNT,,,unavailable
CryptoFlow,,CFL,,,unavailable
FansTime,,FTI,,,unavailable
Maecenas,maecenas,ART,1071231,USD,available
Venus BCH,,vBCH,,,unavailable
Kuai Token,,KT,,,unavailable
Veil,,VEIL,,,unavailable
Mercury,mercury,MER,1070358,USD,available
Memetic / PepeCoin,,MEME,,,unavailable
OLXA,,OLXA,,,unavailable
Lunyr,lunyr,LUN,1061771,USD,available
Megacoin,megacoin,MEC,1071361,USD,available
Ycash,,YEC,,,unavailable
Mochimo,,MCM,,,unavailable
NeuroChain,,NCC,,,unavailable
Mcashchain,,MCASH,,,unavailable
Zen Protocol,,ZP,,,unavailable
Shield Protocol,,SHIELD,,,unavailable
COVA,,COVA,,,unavailable
SeChain,,SNN,,,unavailable
Monero Classic,,XMC,,,unavailable
GeoCoin,geocoin,GEO,1071312,USD,available
FNKOS,fnkos,FNKOS,1093963,USD,available
Titan Coin,,TTN,,,unavailable
Conceal,,CCX,,,unavailable
Smartshare,,SSP,,,unavailable
Safex Cash,,SFX,,,unavailable
BOOM,,BOOM,,,unavailable
StaysBASE,,SBS,,,unavailable
Adshares,adshares,ADS,1071333,USD,available
CrowdWiz,,WIZ,,,unavailable
REAL,real,REAL,1072126,USD,available
Perth Mint Gold Token,,PMGT,,,unavailable
ATN,,ATN,,,unavailable
Phoenixcoin,,PXC,,,unavailable
Coinsbit Token,,CNB,,,unavailable
Incent,,INCNT,,,unavailable
Ixcoin,ixcoin,IXC,1071587,USD,available
Axis DeFi,,AXIS,,,unavailable
ZrCoin,zrcoin,ZRC,1071307,USD,available
DeltaChain,,DELTA,,,unavailable
Havy,,HAVY,,,unavailable
Carboncoin,carboncoin,CARBON,1061859,USD,available
Pylon Finance,,PYLON,,,unavailable
ZPER,,ZPR,,,unavailable
Ruler Protocol,,RULER,,,unavailable
Insula,,ISLA,,,unavailable
SHAKE,,SHAKE,,,unavailable
Blockpass,,PASS,,,unavailable
Insight Protocol,,INX,,,unavailable
Epic Cash,,EPIC,,,unavailable
SmileyCoin,,SMLY,,,unavailable
The ChampCoin,the-champcoin,TCC,1122515,USD,available
ADAMANT Messenger,,ADM,,,unavailable
GPU Coin,gpu-coin,GPU,1071661,USD,available
Dragon Coins,dragon-coins,DRG,1089297,USD,available
Birake,,BIR,,,unavailable
PetroDollar,,XPD,,,unavailable
Qwertycoin,,QWC,,,unavailable
DogeCash,,DOGEC,,,unavailable
AAX Token,,AAB,,,unavailable
Rate3,,RTE,,,unavailable
Stabilize,,STBZ,,,unavailable
GlobalBoost-Y,globalboost-y,BSTY,1071498,USD,available
Etherparty,etherparty,FUEL,1057880,USD,available
CryptoTask,,CTASK,,,unavailable
WebDollar,,WEBD,,,unavailable
Bitcoin Plus,bitcoin-plus,XBC,1066687,USD,available
Connectome,,CNTM,,,unavailable
Pakcoin,pakcoin,PAK,1061885,USD,available
BitCrystals,,BCY,,,unavailable
DomRaider,domraider,DRT,1071228,USD,available
Trollcoin,trollcoin,TROLL,1071413,USD,available
Freicoin,freicoin,FRC,1071639,USD,available
Pandacoin,pandacoin-pnd,PND,1061843,USD,available
Cornichon,,CORN,,,unavailable
ZENZO,,ZNZ,,,unavailable
adToken,adtoken,ADT,1071204,USD,available
Tendies,,TEND,,,unavailable
Boolberry,boolberry,BBR,1071233,USD,available
Flixxo,flixxo,FLIXX,1071310,USD,available
Meridian Network,,LOCK,,,unavailable
StrongHands Masternode,,SHMN,,,unavailable
pEOS,,PEOS,,,unavailable
Stobox Token,,STBU,,,unavailable
Jarvis+,,JAR,,,unavailable
Rivetz,,RVT,,,unavailable
DECENT,decent,DCT,1071169,USD,available
Decentrahub Coin,,DCNTR,,,unavailable
Auxilium,,AUX,,,unavailable
ParkinGo,,GOT,,,unavailable
RED,,RED,,,unavailable
CREA,,CREA,,,unavailable
Squirrel Finance,,NUTS,,,unavailable
Brickblock,brickblock,BBK,1089372,USD,available
Origin Sport,,ORS,,,unavailable
AtromG8,,AG8,,,unavailable
ebirah,,EBRH,,,unavailable
Teloscoin,,TELOS,,,unavailable
SOTA Finance,,SOTA,,,unavailable
Isiklar Coin,,ISIKC,,,unavailable
NFT Index,,NFTI,,,unavailable
CorionX,,CORX,,,unavailable
Lisk Machine Learning,,LML,,,unavailable
Arbidex,,ABX,,,unavailable
Rise Protocol,,RISE,,,unavailable
Patron,,PAT,,,unavailable
Maincoin,,MNC,,,unavailable
Playkey,playkey,PKT,1071799,USD,available
Ink Protocol,,XNK,,,unavailable
Gene Source Code Chain,,GENE,,,unavailable
AceD,,ACED,,,unavailable
HEAT,,HEAT,,,unavailable
0xcert,,ZXC,,,unavailable
Cashbery Coin,,CBC,,,unavailable
VouchForMe,,IPL,,,unavailable
Cosmo Coin,cosmo-coin,COSM,1094069,USD,available
LanaCoin,lanacoin,LANA,1071513,USD,available
Thrive Token,,THRT,,,unavailable
BiblePay,,BBP,,,unavailable
IXT,ixledger,IXT,1071206,USD,available
Bitcoin Atom,bitcoin-atom,BCA,1066717,USD,available
Curio,,CUR,,,unavailable
Nexxo,,NEXXO,,,unavailable
ichi.farm,,ICHI,,,unavailable
AidCoin,,AID,,,unavailable
Clash Token,,SCT,,,unavailable
Peony,,PNY,,,unavailable
NFTX Hashmasks Index,,MASK,,,unavailable
ShipChain,shipchain,SHIP,1077097,USD,available
EuropeCoin,europecoin,ERC,1071298,USD,available
TurtleNetwork,,TN,,,unavailable
Stox,stox,STX,1061800,USD,available
Garlicoin,,GRLC,,,unavailable
Alchemint Standards,,SDS,,,unavailable
ITO Utility Token,,IUT,,,unavailable
BitBall,,BTB,,,unavailable
Pawtocol,,UPI,,,unavailable
BonusCloud,,BXC,,,unavailable
Japan Content Token,,JCT,,,unavailable
Bounty0x,bounty0x,BNTY,1061540,USD,available
UNIVERSAL CASH,,UCASH,,,unavailable
CoinDeal Token,,CDL,,,unavailable
Scry.info,scryinfo,DDD,1093973,USD,available
OVCODE,,OVC,,,unavailable
TokenPay,tokenpay,TPAY,1094143,USD,available
Neurotoken,neurotoken,NTK,1071983,USD,available
DDKoin,ddkoin,DDK,1142306,USD,available
extraDNA,,XDNA,,,unavailable
SIBCoin,sibcoin,SIB,1070364,USD,available
BlockMesh,,BMH,,,unavailable
Actinium,,ACM,,,unavailable
FuzeX,fuzex,FXT,1094248,USD,available
DubaiCoin,dubaicoin-dbix,DBIX,1071288,USD,available
QChi,,QCH,,,unavailable
Bitgear,,GEAR,,,unavailable
EBCoin,,EBC,,,unavailable
Debitum,,DEB,,,unavailable
Spectre.ai Utility Token,,SXUT,,,unavailable
FUD.finance,,FUD,,,unavailable
SPINDLE,,SPD,,,unavailable
Alpha Token,,A,,,unavailable
ICE ROCK MINING,,ROCK2,,,unavailable
Electrify.Asia,electrifyasia,ELEC,1123871,USD,available
HitCoin,hitcoin,HTC,1071590,USD,available
Earnbase,,ENB,,,unavailable
QANplatform,,QARK,,,unavailable
Fountain,,FTN,,,unavailable
WeTrust,,TRST,,,unavailable
MetaMorph,,METM,,,unavailable
Bezant,bezant,BZNT,1117725,USD,available
FLIP,,FLP,,,unavailable
Delphy,delphy,DPY,1061541,USD,available
Vortex Defi,,VTX,,,unavailable
HashBX ,,HBX,,,unavailable
AMATEN,,AMA,,,unavailable
CustomContractNetwork,,CCN,,,unavailable
MAX Exchange Token,,MAX,,,unavailable
NuShares,,NSR,,,unavailable
CryptoSoul,,SOUL,,,unavailable
MARK.SPACE,,MRK,,,unavailable
BitScreener Token,,BITX,,,unavailable
Doge Token,,DOGET,,,unavailable
Tidex Token,,TDX,,,unavailable
Ethereum Stake,,ETHYS,,,unavailable
Peet DeFi,,PTE,,,unavailable
Webflix Token,,WFX,,,unavailable
Antiample,,XAMP,,,unavailable
DecentBet,,DBET,,,unavailable
ExclusiveCoin,exclusivecoin,EXCL,1071284,USD,available
Orbitcoin,orbitcoin,ORB,1071386,USD,available
CaluraCoin,,CLC,,,unavailable
Liquidity Network,,LQD,,,unavailable
Ink,ink,INK,1061505,USD,available
Indorse Token,indorse-token,IND,1061528,USD,available
Beacon,,BECN,,,unavailable
Ormeus Coin,ormeus-coin,ORMEUS,1167238,USD,available
NestEGG Coin,,EGG,,,unavailable
Axe,,AXE,,,unavailable
Fesschain,,FESS,,,unavailable
Artfinity,,AT,,,unavailable
TRAXIA,,TM2,,,unavailable
Dogeswap,,DOGES,,,unavailable
Shorty,shorty,SHORTY,1071591,USD,available
Edgeless,edgeless,EDG,1061813,USD,available
iDealCash,,DEAL,,,unavailable
Yearn Secure,,YSEC,,,unavailable
Power Index Pool Token,,PIPT,,,unavailable
Zeusshield,zeusshield,ZSC,1057878,USD,available
Elementeum,,ELET,,,unavailable
Rublix,,RBLX,,,unavailable
POPCHAIN,,PCH,,,unavailable
Winco,winco,WCO,1073495,USD,available
HyperExchange,,HX,,,unavailable
Rotten,,ROT,,,unavailable
TrustDAO,,TRUST,,,unavailable
PKG Token,,PKG,,,unavailable
Manna,,MANNA,,,unavailable
Hiveterminal Token,hiveterminal-token,HVN,1061846,USD,available
Hexx,hexx,HXX,1071665,USD,available
Crypto Sports,,CSPN,,,unavailable
RigoBlock,,GRG,,,unavailable
Blockmason Credit Protocol,blockmason,BCPT,1068302,USD,available
Colossuscoin V2,colossuscoin-v2,CV2,1071585,USD,available
Chronobank,chronobank,TIME,1070431,USD,available
CyberFM,,CYFM,,,unavailable
Crypton,,CRP,,,unavailable
PolypuX,,PUX,,,unavailable
BidiPass,,BDP,,,unavailable
Trinity Network Credit,trinity-network-credit,TNC,1066760,USD,available
Bitblocks,,BBK,,,unavailable
VikkyToken,,VIKKY,,,unavailable
EveryCoin ,,EVY,,,unavailable
DeFi Bids,,BID,,,unavailable
Bridge Protocol,,BRDG,,,unavailable
Space Cow Boy,,SCB,,,unavailable
BitDegree,bitdegree,BDG,1071982,USD,available
Bezop,bezop,BEZ,1073190,USD,available
Wrapped Gen-0 CryptoKitties,,WG0,,,unavailable
Rentberry,rentberry,BERRY,1073603,USD,available
Sapien,,SPN,,,unavailable
Sentient Coin,,SEN,,,unavailable
EventChain,eventchain,EVC,1071028,USD,available
Limitless VIP,,VIP,,,unavailable
MetalCoin,metalcoin,METAL,1071593,USD,available
Hacken,hacken,HKN,1071960,USD,available
Infinity Esaham,,INFS,,,unavailable
Datamine,,DAM,,,unavailable
FintruX Network,,FTX,,,unavailable
ZCore,,ZCR,,,unavailable
GokuMarket Credit,,GMC,,,unavailable
Digital Gold,,GOLD,,,unavailable
Stably USD,,USDS,,,unavailable
Ecobit,ecobit,ECOB,1071583,USD,available
PRIA,,PRIA,,,unavailable
FlypMe,flypme,FYP,1072141,USD,available
Noir,,NOR,,,unavailable
LYNC Network,,LYNC,,,unavailable
ESBC,,ESBC,,,unavailable
Wrapped Origin Axie,,WOA,,,unavailable
BlitzPredict,,XBP,,,unavailable
BITTO,,BITTO,,,unavailable
Lendingblock,lendingblock,LND,1089384,USD,available
Yap Stone,,YAP,,,unavailable
On.Live,,ONL,,,unavailable
Digital Insurance Token,,DIT,,,unavailable
Bullion,bullion,CBX,1086969,USD,available
Friendz,friends,FDZ,1117717,USD,available
Nerva,,XNV,,,unavailable
ProChain,,PRA,,,unavailable
Equal,,EQL,,,unavailable
Cat Token,,CAT,,,unavailable
Sakura Bloom,sakura-bloom,SKB,1094027,USD,available
JustBet,,WINR,,,unavailable
GoldMint,goldmint,MNTP,1076879,USD,available
Block-Logic,,BLTG,,,unavailable
Sociall,,SCL,,,unavailable
Transcodium,,TNS,,,unavailable
Blue Protocol,ethereum-blue,BLUE,1071262,USD,available
RMPL,,RMPL,,,unavailable
MIB Coin,,MIB,,,unavailable
TigerCash,,TCH,,,unavailable
Innovative Bioresearch Coin,,INNBC,,,unavailable
TON Token,,TON,,,unavailable
Trias,,TRY,,,unavailable
MEXC Token,mexc-token,MEXC,1156448,USD,available
NFX Coin,,NFXC,,,unavailable
ATMChain,attention-token-of-media,ATM,1061790,USD,available
Fundamenta,,FMTA,,,unavailable
Internet of People,internet-of-people,IOP,1071266,USD,available
Po.et,poet,POE,1064947,USD,available
ZelaaPayAE,,ZPAE,,,unavailable
Ethereum Yield,,ETHY,,,unavailable
Vox.Finance,,VOX,,,unavailable
Moneynet,,MNC,,,unavailable
UpToken,,UP,,,unavailable
BZEdge,bzedge,BZE,1097884,USD,available
X8X Token,x8x-token,X8X,1072101,USD,available
Cryptobuyer,,XPT,,,unavailable
Zilla,,ZLA,,,unavailable
Almace Shards,,ALMX,,,unavailable
Lightstreams,,PHT,,,unavailable
LunchMoney,,LMY,,,unavailable
uPlexa,,UPX,,,unavailable
Golos Blockchain,,GLS,,,unavailable
HelloGold,hellogold,HGT,1071304,USD,available
HeroNode,heronode,HER,1089382,USD,available
Pesetacoin,pesetacoin,PTC,1071273,USD,available
Zennies,zennies,ZENI,1071368,USD,available
Ryo Currency,ryo-currency,RYO,1142187,USD,available
PegNet,,PEG,,,unavailable
Sessia,,KICKS,,,unavailable
Birdchain,,BIRD,,,unavailable
AudioCoin,audiocoin,ADC,1071367,USD,available
DPRating,,RATING,,,unavailable
Merebel,merebel,MERI,1097882,USD,available
RealTract,,RET,,,unavailable
Blocktix,blocktix,TIX,1071182,USD,available
Pool of Stake,,PSK,,,unavailable
Posscoin,,POSS,,,unavailable
PTON,,PTON,,,unavailable
Primalbase Token,primalbase,PBT,1071289,USD,available
MintMe.com Coin,mintme-com-coin,MINTME,1156076,USD,available
Scorum Coins,scorum-coins,SCR,1097921,USD,available
ChessCoin,chesscoin,CHESS,1071611,USD,available
Dropil,dropil,DROP,1082108,USD,available
HashCoin,,HSC,,,unavailable
Rigel Finance,,RIGEL,,,unavailable
MyBit,mybit,MYB,1070467,USD,available
Deutsche eMark,deutsche-emark,DEM,1071393,USD,available
CryptoEnergy,,CNRG,,,unavailable
Keep4r,,KP4R,,,unavailable
Nework,,NKC,,,unavailable
Moneytoken,,IMT,,,unavailable
ZeuxCoin,,ZUC,,,unavailable
BBSCoin,,BBS,,,unavailable
Bob's Repair,,BOB,,,unavailable
ImageCoin,,IMG,,,unavailable
KIMCHI.finance,,KIMCHI,,,unavailable
PlayGame,,PXG,,,unavailable
Maxcoin,maxcoin,MAX,1071446,USD,available
Sharpay,,S,,,unavailable
CoinJanitor,coin-janitor,JAN,1153142,USD,available
BUZZCoin,buzzcoin,BUZZ,1071381,USD,available
AiLink Token,,ALI,,,unavailable
Bancacy,,BNY,,,unavailable
Ethereum Meta,ethereum-meta,ETHM,1152982,USD,available
DreamTeam Token,dreamteam-token,DREAM,1123290,USD,available
KnoxFS (new),,KFX,,,unavailable
Master Contract Token,,MCT,,,unavailable
Alt.Estate token,,ALT,,,unavailable
Switch,,ESH,,,unavailable
Zeepin,zeepin,ZPT,1094185,USD,available
IQ.cash,,IQ,,,unavailable
TerraCredit,,CREDIT,,,unavailable
Qbao,qbao,QBT,1061515,USD,available
Innova,innova,INN,1071327,USD,available
SophiaTX,,SPHTX,,,unavailable
GoldenPyrex,,GPYX,,,unavailable
Wrapped Basic CryptoKitties,,WCK,,,unavailable
Solaris,,XLR,,,unavailable
PUBLYTO Token,,PUB,,,unavailable
Shadow Token,shadow-token,SHDW,1071506,USD,available
Parkgene,,GENE,,,unavailable
Lethean,,LTHN,,,unavailable
BitNewChain,,BTN,,,unavailable
Gems ,,GEM,,,unavailable
GoNetwork,gonetwork,GOT,1089381,USD,available
MidasProtocol,,MAS,,,unavailable
PENG,,PENG,,,unavailable
ShadowCash,shadowcash,SDC,1071584,USD,available
Neutron,neutron,NTRN,1071305,USD,available
Vidulum,,VDL,,,unavailable
Startcoin,startcoin,START,1071328,USD,available
SBank,,STS,,,unavailable
Beetle Coin,,BEET,,,unavailable
Synergy,synergy,SNRG,1071293,USD,available
Opus,opus,OPT,1072198,USD,available
SwagBucks,swagbucks,BUCKS,1071610,USD,available
Gravity,,GZRO,,,unavailable
Coinsuper Ecosystem Network,,CEN,,,unavailable
Kuverit,,KUV,,,unavailable
Streamity,streamity,STM,1162252,USD,available
Devery,,EVE,,,unavailable
Cryptonite,cryptonite,XCN,1071341,USD,available
PAYCENT,,PYN,,,unavailable
Tokenbox,,TBX,,,unavailable
Fantasy Sports,,DFS,,,unavailable
PiplCoin,,PIPL,,,unavailable
Lition,,LIT,,,unavailable
Swap,swap,XWP,1123933,USD,available
ROAD,,ROAD,,,unavailable
Hi Mutual Society,,HMC,,,unavailable
Fortuna,fortuna,FOTA,1093953,USD,available
Ether Zero,,ETZ,,,unavailable
Masari,,MSR,,,unavailable
SHIELD,shield-xsh,XSH,1071269,USD,available
Stipend,,SPD,,,unavailable
GoByte,gobyte,GBX,1071325,USD,available
Snovian.Space,,SNOV,,,unavailable
Tornado,,TCORE,,,unavailable
nYFI,,N0031,,,unavailable
Netko,netko,NETKO,1071436,USD,available
InsaneCoin,insanecoin-insn,INSN,1077113,USD,available
EncryptoTel [WAVES],encryptotel,ETT,1070762,USD,available
WABnetwork,,WAB,,,unavailable
MineBee,,MB,,,unavailable
Bigbom,,BBO,,,unavailable
EtherGem,,EGEM,,,unavailable
Swing,swing,SWING,1071622,USD,available
Faceter,,FACE,,,unavailable
Digitalcoin,digitalcoin,DGC,1071479,USD,available
WayGuide,wayguide,WAY,1071609,USD,available
Niobium Coin,,NBC,,,unavailable
TENA,,TENA,,,unavailable
Knekted,,KNT,,,unavailable
Energycoin,energycoin,ENRG,1071236,USD,available
NANJCOIN,nanjcoin,NANJ,1094249,USD,available
True Seigniorage Dollar,,TSD,,,unavailable
Sentinel Chain,,SENC,,,unavailable
ION,ion,ION,1070348,USD,available
Kora Network Token,,KNT,,,unavailable
Felixo Coin,,FLX,,,unavailable
Swarm City,swarm-city,SWT,1071220,USD,available
AllSafe,,ASAFE,,,unavailable
VegaWallet Token,,VGW,,,unavailable
Veros,,VRS,,,unavailable
Bitstar,bitstar,BITS,1071486,USD,available
Graft,graft,GRFT,1080146,USD,available
Starbase,starbase,STAR,1072162,USD,available
OracleChain,oraclechain,OCT,1072189,USD,available
Anoncoin,,ANC,,,unavailable
Xeonbit,,XNB,,,unavailable
SovranoCoin,,SVR,,,unavailable
Terracoin,terracoin,TRC,1071339,USD,available
MMOCoin,,MMO,,,unavailable
BlueCoin,bluecoin,BLU,1061857,USD,available
InvestFeed,investfeed,IFT,1071280,USD,available
TrueDeck,,TDP,,,unavailable
Aston,aston,ATX,1094131,USD,available
Bitether,,BTR,,,unavailable
InvestDigital,,IDT,,,unavailable
Aeron,aeron,ARNX,1070440,USD,available
Phoneum,,PHT,,,unavailable
IntelliShare,,INE,,,unavailable
Ellaism,ellaism,ELLA,1071379,USD,available
BitTokens,bittokens,BXT,1071483,USD,available
iEthereum,iethereum,IETH,1061835,USD,available
DOWCOIN,,DOW,,,unavailable
TenUp,,TUP,,,unavailable
HOQU,,HQX,,,unavailable
CryptoCarbon,cryptocarbon,CCRB,1070600,USD,available
Datawallet,,DXT,,,unavailable
InternationalCryptoX,,INCX,,,unavailable
Maverick Chain,,MVC,,,unavailable
2GIVE,2give,2GIVE,1071297,USD,available
Happycoin,happycoin,HPC,1061894,USD,available
HorusPay,,HORUS,,,unavailable
CROAT,,CROAT,,,unavailable
KanadeCoin,,KNDC,,,unavailable
Decentralized Crypto Token,,DCTO,,,unavailable
Matrexcoin,,MAC,,,unavailable
pulltherug.finance,,RUGZ,,,unavailable
SwiftCash,,SWIFT,,,unavailable
Natmin Pure Escrow,,NAT,,,unavailable
Ouroboros,,OURO,,,unavailable
Eristica,,ERT,,,unavailable
Beer Money,,BEER,,,unavailable
Silverway,silverway,SLV,1141375,USD,available
Bidesk,,BDK,,,unavailable
AC3,,AC3,,,unavailable
SafeInsure,safeinsure,SINS,1167169,USD,available
GCN Coin,gcn-coin,GCN,1072199,USD,available
WandX,,WAND,,,unavailable
CRDT,,CRDT,,,unavailable
MODEL-X-coin,,MODX,,,unavailable
HeartBout,,HB,,,unavailable
WMCoin,wmcoin,WMC,1070814,USD,available
Quantis Network,quantis,QUAN,1089605,USD,available
Scrypta,,LYRA,,,unavailable
Castweet,,CTT,,,unavailable
Pyrk,,PYRK,,,unavailable
SproutsExtreme,sproutsextreme,SPEX,1071615,USD,available
PluraCoin,,PLURA,,,unavailable
DopeCoin,dopecoin,DOPE,1071281,USD,available
Sparkle Loyalty,,SPRKL,,,unavailable
Escroco Emerald,,ESCE,,,unavailable
Aigang,aigang,AIX,1071954,USD,available
Simple Software Solutions,,SSS,,,unavailable
BitCash,,BITC,,,unavailable
IslaCoin,islacoin,ISL,1071648,USD,available
Hackspace Capital,hackspace-capital,HAC,1071962,USD,available
Helix,,HLIX,,,unavailable
Jetcoin,jetcoin,JET,1070658,USD,available
HollyWoodCoin,,HWC,,,unavailable
Deri Protocol,,DERI,,,unavailable
Kobocoin,kobocoin,KOBO,1071411,USD,available
Commercium,,CMM,,,unavailable
Ubricoin,,UBN,,,unavailable
Advanced Technology Coin,,ARC,,,unavailable
NPCoin,,NPC,,,unavailable
Silent Notary,silent-notary,SNTR,1089391,USD,available
FSBT API Token,,FSBT,,,unavailable
MicroMoney,micromoney,AMM,1061463,USD,available
1Million Token,,1MT,,,unavailable
TagCoin,tagcoin,TAG,1071451,USD,available
Coin Lion,coin-lion,LION,1096585,USD,available
Pirl,pirl,PIRL,1071318,USD,available
Chronologic,chronologic,DAY,1070996,USD,available
CommunityGeneration,,CGEN,,,unavailable
PYRO Network,,PYRO,,,unavailable
QUINADS,,QUIN,,,unavailable
Hush,,HUSH,,,unavailable
Cobinhood,cobinhood,COB,1071175,USD,available
Tattoocoin (Standard Edition),tattoocoin,TSE,1071663,USD,available
ATC Coin,,ATCC,,,unavailable
Cryptojacks,cryptojacks,CJ,1071660,USD,available
Photon,photon,PHO,1072111,USD,available
DOGEFI,,DOGEFI,,,unavailable
FLUX,,FLUX,,,unavailable
Bonpay,,BON,,,unavailable
Motocoin,motocoin,MOTO,1071740,USD,available
Dollars,,USDX,,,unavailable
EveriToken,,EVT,,,unavailable
SRCOIN,srcoin,SRCOIN,1073262,USD,available
Ties.DB,tiesdb,TIE,1071823,USD,available
Utrum,,OOT,,,unavailable
Leadcoin,leadcoin,LDC,1073223,USD,available
Nicash,nicash,NICASH,1153141,USD,available
Opal,opal,OPAL,1071597,USD,available
Agora,,VOTE,,,unavailable
ParallelCoin,parallelcoin,DUO,1071656,USD,available
Bitcurrency,bitcurrency,BTCR,1071464,USD,available
AquariusCoin,aquariuscoin,ARCO,1071630,USD,available
FoldingCoin,foldingcoin,FLDC,1071230,USD,available
OSA Token,,OSA,,,unavailable
SkinCoin,skincoin,SKIN,1071426,USD,available
Mao Zedong,mao-zedong,MAO,1071444,USD,available
Artis Turba,,ARTIS,,,unavailable
EtherInc,,ETI,,,unavailable
REOSC,reosc,REOSC,1122425,USD,available
imbrex,imbrex,REX,1088674,USD,available
MorCrypto Coin,,MOR,,,unavailable
GINcoin,gincoin,GIN,1094097,USD,available
Fiii,,FIII,,,unavailable
Bitcloud,bitcloud,BTDX,1071271,USD,available
MotaCoin,,MOTA,,,unavailable
Magi,magi,XMG,1071355,USD,available
TCASH,,TCASH,,,unavailable
OptiToken,optitoken,OPTI,1094226,USD,available
Wrapped Virgin Gen-0 CryptoKitties,,WVG0,,,unavailable
