name,tag,symbol,id,currency,status
TOPBTC Token,,TOPB,,,unavailable
UniCrypt,,UNCX,,,unavailable
UNCL,,UNCL,,,unavailable
UniCrypt,,UNCX,,,unavailable
USDA,,USDA,,,unavailable
USDP Stablecoin,,USDP,,,unavailable
USDQ,,USDQ,,,unavailable
VARC,,VARC,,,unavailable
Veggie,vegi,VEGI,1072287,USD,available
Velo,,VELO,,,unavailable
VENA,,VENA,,,unavailable
VERA,,VERA,,,unavailable
VNDC,,VNDC,,,unavailable
Volt,,ACDC,,,unavailable
Vybe,,VYBE,,,unavailable
WAV3,,WAV3,,,unavailable
WAXE,,WAXE,,,unavailable
WETH,,WETH,,,unavailable
WiBX,wibx,WBX,1163455,USD,available
Wise,,WISE,,,unavailable
Xank,,XANK,,,unavailable
XDAG,,XDAG,,,unavailable
XFII,,XFII,,,unavailable
XVIX,,XVIX,,,unavailable
$YEET,,YEET,,,unavailable
YFET,,YFET,,,unavailable
YFFS Finance,,YFFS,,,unavailable
YFIA,,YFIA,,,unavailable
YMAX,,YMAX,,,unavailable
YUKI,,YUKI,,,unavailable
ZUSD,,ZUSD,,,unavailable
Zyro,,ZYRO,,,unavailable
0cash,,ZCH,,,unavailable
10x.gg,,XGG,,,unavailable
808TA,,808TA,,,unavailable
ADAUP,,ADAUP,,,unavailable
AICON,,AICO,,,unavailable
Akoin,,AKN,,,unavailable
Alaya,,ATP,,,unavailable
Alias,,ALIAS,,,unavailable
Aloha,,ALOHA,,,unavailable
Argon,,ARGON,,,unavailable
Aurix,,AUR,,,unavailable
Axiom,axiom,AXIOM,1071924,USD,available
Axion,,AXN,,,unavailable
Basix,,BASX,,,unavailable
Bearn,,BFI,,,unavailable
Becaz,,BCZ,,,unavailable
BeeEx,,BEE,,,unavailable
Berry,,BERRY,,,unavailable
Bidao,,BID,,,unavailable
Blood,,BLOOD,,,unavailable
Blurt,,BLURT,,,unavailable
BNBUP,,BNBUP,,,unavailable
BSCEX,,BSCX,,,unavailable
BULLS,,BULLS,,,unavailable
bXIOT,,BXIOT,,,unavailable
Bytus,,BYTS,,,unavailable
CARAT,,CARAT,,,unavailable
Clams,clams,CLAM,1071199,USD,available
Codex,,CDEX,,,unavailable
CoFiX,,COFI,,,unavailable
Combo,,COMB,,,unavailable
DACC2,,DACC2,,,unavailable
Daily,,DAILY,,,unavailable
DAOFi,,DAOFI,,,unavailable
Dashs,dashs,DASHS,1071896,USD,available
Defla,,DEFLA,,,unavailable
Degov,,DEGOV,,,unavailable
DEMOS,,DOS,,,unavailable
Digex,,DIGEX,,,unavailable
DOTUP,,DOTUP,,,unavailable
DXdao,,DXD,,,unavailable
dXIOT,,DXIOT,,,unavailable
EHash,,EHASH,,,unavailable
EIDOS,,EIDOS,,,unavailable
Elxis,,LEX,,,unavailable
Empow,,EM,,,unavailable
ETHUP,,ETHUP,,,unavailable
FANZY,,FX1,,,unavailable
Fidyo,fidyo,FIDYO,1155864,USD,available
Filda,,FILDA,,,unavailable
FILUP,,FILUP,,,unavailable
Fiola,,FLA,,,unavailable
Fisco Coin,,FSCC,,,unavailable
FLAMA,,FMA,,,unavailable
Flash,flash,FLASH,1071735,USD,available
Flits,,FLS,,,unavailable
Fridn,,EFAR,,,unavailable
FXPay,,FXP,,,unavailable
Golff,,GOF,,,unavailable
Handy,,HANDY,,,unavailable
Hydra,,HYDRA,,,unavailable
Hydro,hydro,HYDRO,1094082,USD,available
Interest Bearing ETH,,ibETH,,,unavailable
IDall,,IDALL,,,unavailable
Jasmy,,JASMY,,,unavailable
Jewel,,JWL,,,unavailable
Jiviz,,JVZ,,,unavailable
Kanva,,KNV,,,unavailable
KeyFi,,KEYFI,,,unavailable
Komet,,KOMET,,,unavailable
KVANT,,KVNT,,,unavailable
Libfx,,LIBFX,,,unavailable
Lotto,,LOTTO,,,unavailable
LTCUP,,LTCUP,,,unavailable
Ludos Protocol,,LUD,,,unavailable
Lumos,,LMS,,,unavailable
Lykke,lykke,LKK,1094184,USD,available
Master Coin Point,,MACPO,,,unavailable
MCDEX,,MCB,,,unavailable
MERCI,,MERCI,,,unavailable
Metis,,MTS,,,unavailable
Midas,,MIDAS,,,unavailable
Minds,,MINDS,,,unavailable
MMXVI,mmxvi,MMXVI,1071891,USD,available
Modex,,MODEX,,,unavailable
Moola,,MLA,,,unavailable
nHBTC,,N0001,,,unavailable
Oikos,,OKS,,,unavailable
Paint,,PAINT,,,unavailable
Pando,,PANDO,,,unavailable
Pearl,,PEARL,,,unavailable
Pitch,,PITCH,,,unavailable
Pluto,,PLUT,,,unavailable
PROXI,,CREDIT,,,unavailable
QURAS,,XQC,,,unavailable
RAKUN,,RAKU,,,unavailable
REBIT,,KEYT,,,unavailable
Rivex,,RVX,,,unavailable
ROCKI,,ROCKS,,,unavailable
SaluS,salus,SLS,1070375,USD,available
sDEFI,,SDEFI,,,unavailable
Sense,,SENSE,,,unavailable
SERGS,,SERGS,,,unavailable
SHENG,,SHENG,,,unavailable
Shift,,SHIFT,,,unavailable
SIMBA Storage,,SIMBA,,,unavailable
Siren,,SI,,,unavailable
sKLAY,,SKLAY,,,unavailable
sLINK,,sLINK,,,unavailable
Sogur,,SGR,,,unavailable
Sombe,,SBE,,,unavailable
SoPay,,SOP,,,unavailable
Spice,,SPICE,,,unavailable
Spore Finance,,SPORE,,,unavailable
Stacy,,STACY,,,unavailable
STING,,STN,,,unavailable
STONK,,STONK,,,unavailable
SXPUP,,SXPUP,,,unavailable
Tacos,,TACO,,,unavailable
Tenet,,TEN,,,unavailable
Tesra,tesra,TSR,1163514,USD,available
TOKOK,,TOK,,,unavailable
Torex,,TOR,,,unavailable
TOZEX,,TOZ,,,unavailable
Trism,,TRISM,,,unavailable
TRXUP,,TRXUP,,,unavailable
UNIUP,,UNIUP,,,unavailable
USDEX,,USDEX,,,unavailable
bZx Vesting Token,,VBZRX,,,unavailable
VEROX,,VRX,,,unavailable
VidyX,,VIDYX,,,unavailable
Vinci,,VINCI,,,unavailable
Voltz,,VOLTZ,,,unavailable
VOMER,,VMR,,,unavailable
WEMIX,,WEMIX,,,unavailable
XFUEL,,XFUEL,,,unavailable
xFund,,XFUND,,,unavailable
XLMUP,,XLMUP,,,unavailable
xMARK,,XMARK,,,unavailable
XNODE,,XNODE,,,unavailable
Xriba,,XRA,,,unavailable
XRPUP,,XRPUP,,,unavailable
Xtock,,XTX,,,unavailable
XTZUP,,XTZUP,,,unavailable
YAM v1,,YAM,,,unavailable
YAM v3,,YAM,,,unavailable
yAxis,,YAX,,,unavailable
YFIII,,YFIII,,,unavailable
YFIUP,,YFIUP,,,unavailable
YFUEL,,YFUEL,,,unavailable
Yield,,YLD,,,unavailable
Yoink,,YNK,,,unavailable
Ystar,,YSR,,,unavailable
Zuplo,,ZLP,,,unavailable
01coin,,ZOC,,,unavailable
AINORI,,AIN,,,unavailable
All.me,,ME,,,unavailable
Alpha5,,A5T,,,unavailable
Altbet,,ABET,,,unavailable
Amoveo,,VEO,,,unavailable
Anatha,,wANATHA,,,unavailable
Arcona,,ARCONA,,,unavailable
Aspire,,ASP,,,unavailable
Aunite,,AUNIT,,,unavailable
Axioms,,AXI,,,unavailable
Azzure,,AZZR,,,unavailable
BAEPAY,,BAEPAY,,,unavailable
Baroin,,BRI,,,unavailable
BeeKan,,BKBT,,,unavailable
Bestay,,BSY,,,unavailable
BiLira,,TRYB,,,unavailable
BioBar,biobar,BIOB,1071765,USD,available
Bispex,,BPX,,,unavailable
bitCEO,,BCEO,,,unavailable
BitDNS,,DNS,,,unavailable
BitKAM,,KAM,,,unavailable
BIZKEY,,BZKY,,,unavailable
Bubble,bubble,BUB,1071939,USD,available
Carrot,,CRT,,,unavailable
CEDARS,,CEDS,,,unavailable
Change,change,CAG,1070449,USD,available
cherry,,CHERRY,,,unavailable
Cicoin,,CICX,,,unavailable
CitiOs,,R2R,,,unavailable
Cometh,,MUST,,,unavailable
Coreto,,COR,,,unavailable
Curate,,XCUR,,,unavailable
Curium,,CRU,,,unavailable
Davies,,DVS,,,unavailable
Davion,,DAVP,,,unavailable
Debase,,DEBASE,,,unavailable
DeCash,,DESH,,,unavailable
DeFiat,,DFT,,,unavailable
DeGate,,DG,,,unavailable
Degens,,DEGENS,,,unavailable
DEJAVE,,DJV,,,unavailable
Dexfin,,DXF,,,unavailable
DexMex,,DEXM,,,unavailable
DFOhub,,BUIDL,,,unavailable
Diagon,,DGN,,,unavailable
DIESEL,,DIESEL,,,unavailable
Dymmax,,DMX,,,unavailable
ECC,eccoin,ECC,1071282,USD,available
Echoin,,EC,,,unavailable
Elynet,,ELYX,,,unavailable
Emrals,,EMRALS,,,unavailable
Engine,,EGCC,,,unavailable
ENTONE,,ENTONE,,,unavailable
Epanus,,EPS,,,unavailable
ErcauX,,RAUX,,,unavailable
ethArt,,ARTE,,,unavailable
Everus,,EVR,,,unavailable
Evrice,,EVC,,,unavailable
Fairum,,FAI,,,unavailable
Francs,francs,FRN,1071854,USD,available
Gather,,GTH,,,unavailable
Gbrick,,GBX,,,unavailable
GGDApp,,GGTK,,,unavailable
GLOBEX,,GEX,,,unavailable
Gomics,,GOM,,,unavailable
HecoFi,,HFI,,,unavailable
HubDao,,HD,,,unavailable
HUPAYX,,HUP,,,unavailable
INLOCK,,ILK,,,unavailable
K-Tune,,KTT,,,unavailable
Kangal,,KANGAL,,,unavailable
KIWIGO,,KGO,,,unavailable
Klaytn,,KLAY,,,unavailable
Koinos,,KOIN,,,unavailable
Korbot,,KBOT,,,unavailable
Kulupu,,KLP,,,unavailable
LEVELG,,LEVELG,,,unavailable
Libera,,LIB,,,unavailable
LINKUP,,LINKUP,,,unavailable
Maggie,maggie,MAG,1071371,USD,available
Mantis,,MNTIS,,,unavailable
MCOBIT,,MCT,,,unavailable
Medium,,MDM,,,unavailable
MIMOSA,,MIMO,,,unavailable
Modefi,,MOD,,,unavailable
Mogwai,,MOG,,,unavailable
MONNOS,,MNS,,,unavailable
Muzika,,MZK,,,unavailable
NairaX,,NIRX,,,unavailable
Nectar,nectar,NEC,1094245,USD,available
netBit,netbit,NBIT,1071839,USD,available
Octree,,OCT,,,unavailable
Orient,,OFT,,,unavailable
Pastel,,PSL,,,unavailable
PayUSD,,PUSD,,,unavailable
Peanut,,NUX,,,unavailable
PeerEx,,PERX,,,unavailable
Poodl Token,,POODL,,,unavailable
Portal,,PORTAL,,,unavailable
Premia,,PREMIA,,,unavailable
Pteria,,PTERIA,,,unavailable
qiibee,,QBX,,,unavailable
QiSwap,,QI,,,unavailable
QOOBER,,QOOB,,,unavailable
RAKSUR,,RAS,,,unavailable
ReFork,,EFK,,,unavailable
renFIL,,RENFIL,,,unavailable
renZEC,,RENZEC,,,unavailable
ROONEX,,RNX,,,unavailable
Rozeus,,ROZ,,,unavailable
Safari,,SFR,,,unavailable
SOLBIT,,SBT,,,unavailable
Sperax,,SPA,,,unavailable
Sphere,sphere,SPHR,1071240,USD,available
SportX,,SX,,,unavailable
SPRINK,,SPRINK,,,unavailable
Stater,,STR,,,unavailable
Symbol,,XYM,,,unavailable
Taraxa,,TARA,,,unavailable
Tchain,,TCH,,,unavailable
Temtum,,TEM,,,unavailable
Ternio,,TERN,,,unavailable
Timers,,IPM,,,unavailable
TosDis,,DIS,,,unavailable
Tratin,,TRAT,,,unavailable
Tratok,,TRAT,,,unavailable
Ubiner,,UBIN,,,unavailable
UniDex,,UNIDX,,,unavailable
Unifty,,NIF,,,unavailable
Uniris,,UCO,,,unavailable
United,,UTED,,,unavailable
UpBots,,UBXT,,,unavailable
Uranus,,URAC,,,unavailable
Valuto,,VLU,,,unavailable
Vaultz,,VAULTZ,,,unavailable
vBSWAP,,VBSWAP,,,unavailable
Vision,,VSN,,,unavailable
VKENAF,,VKNF,,,unavailable
Vodi X,,VDX,,,unavailable
Wagerr,wagerr,WGR,1061923,USD,available
wanBTC,,WANBTC,,,unavailable
wanEOS,,WANEOS,,,unavailable
wanETH,,WANETH,,,unavailable
wanUNI,,WANUNI,,,unavailable
weBloc,,WOK,,,unavailable
Wixlar,,WIX,,,unavailable
Wrapped Shift,,WSHIFT,,,unavailable
XDE II,xde-ii,XDE2,1071890,USD,available
xETH-G,,XETH-G,,,unavailable
xscoin,,XSC,,,unavailable
xSUSHI,,XSUSHI,,,unavailable
xToken,,XTK,,,unavailable
YAMv2,,YAMV2,,,unavailable
yfBeta,,YFBETA,,,unavailable
YFIONE,,YFO,,,unavailable
Zeedex,,ZDEX,,,unavailable
zHEGIC,,ZHEGIC,,,unavailable
Zipmex,,ZMT,,,unavailable
Zippie,,ZIPT,,,unavailable
50x.com,,50X,,,unavailable
7Eleven,,7E,,,unavailable
888tron,,888,,,unavailable
AAVEUP,,AAVEUP,,,unavailable
ADADOWN,,ADADOWN,,,unavailable
AfroDex,,AfroX,,,unavailable
AirWire,,WIRE,,,unavailable
Aitheon,,ACU,,,unavailable
AladiEx,,ALA,,,unavailable
Alchemy,,ACOIN,,,unavailable
APEcoin,,APE,,,unavailable
Astosch,,ATC,,,unavailable
ASYAGRO,,ASY,,,unavailable
AVCCOIN,,AVC,,,unavailable
bDollar,,BDO,,,unavailable
BeeSwap,,BEE,,,unavailable
Bitalgo,,ALG,,,unavailable
BitCore,bitcore,BTX,1061833,USD,available
BitDEFi,,BFI,,,unavailable
Bitgrin,,XBG,,,unavailable
BitOnyx,,BTNYX,,,unavailable
BitSong,,BTSG,,,unavailable
Bityuan,,BTY,,,unavailable
BMChain,bmchain,BMT,1066744,USD,available
BNBDOWN,,BNBDOWN,,,unavailable
Bonorum,,BONO,,,unavailable
BOSCore,,BOS,,,unavailable
BSCswap,,BSWAP,,,unavailable
BTCMoon,btcmoon,BTCM,1061858,USD,available
BuildUp,,BUP,,,unavailable
Bundles Finance,,BUND,,,unavailable
Burency,,BUY,,,unavailable
Buxcoin,,BUX,,,unavailable
BuySell,,BULL,,,unavailable
CelCoin,,CELC,,,unavailable
Chicken,,KFC,,,unavailable
Colibri Protocol,,CLBR,,,unavailable
CPUcoin,,CPU,,,unavailable
CryptEx,,CRX,,,unavailable
Crypxie,,CPX,,,unavailable
CSP DAO,,NEBO,,,unavailable
CyberFi Token,,CFi,,,unavailable
DefHold,,DEFO,,,unavailable
DeFi100,,D100,,,unavailable
DeFiato,,DFO,,,unavailable
DefiBox,,BOX,,,unavailable
Definex,,DSWAP,,,unavailable
DeFiPie,,PIE,,,unavailable
DeFireX,,DFX,,,unavailable
Deflect,,DEFLCT,,,unavailable
DegenVC,,DGVC,,,unavailable
Deipool,,DIP,,,unavailable
Dequant,,DEQ,,,unavailable
Derivex,,DVX,,,unavailable
DeVault,,DVT,,,unavailable
Dfinity (IOU),,ICP,,,unavailable
dFuture,,DFT,,,unavailable
Diamond,,DMD,,,unavailable
DigiCol,,DGCL,,,unavailable
Dionpay,,DION,,,unavailable
DOTDOWN,,DOTDOWN,,,unavailable
EarnBet,,BET,,,unavailable
Ecoin,,ECOIN,,,unavailable
Electra,electra,ECA,1071427,USD,available
Elevate,,ELE,,,unavailable
Emanate,,EMT,,,unavailable
EOSDOWN,,EOSDOWN,,,unavailable
ETF Dao,,TFD,,,unavailable
Ethanol,,ENOL,,,unavailable
ETHDOWN,,ETHDOWN,,,unavailable
Exeedme,,XED,,,unavailable
FILDOWN,,FILDOWN,,,unavailable
Filenet,,FN,,,unavailable
Finswap,,FNSP,,,unavailable
Firdaos,,FDO,,,unavailable
Foundry,,FRY,,,unavailable
Fractal,,FCL,,,unavailable
Gadoshi,,GADOSHI,,,unavailable
GoSwapp,,GOFI,,,unavailable
Gstcoin,,GST,,,unavailable
Hithotx,,HITX,,,unavailable
HRDCOIN,,HRD,,,unavailable
i9 Coin,,I9C,,,unavailable
Imsmart,,IMT,,,unavailable
Interop,,TROP,,,unavailable
Ixinium,,XXA,,,unavailable
Jackpot,,777,,,unavailable
JD Coin,,JDC,,,unavailable
Jointer,,JNTR,,,unavailable
Kaleido,,KAL,,,unavailable
Katalyo,,KTLYO,,,unavailable
Kompass,,KOMP,,,unavailable
Landbox,,LAND,,,unavailable
Lendhub,,LHB,,,unavailable
Level01,,LVX,,,unavailable
LinkArt,,LAR,,,unavailable
LKRCoin,lkrcoin,LKRc,1096047,USD,available
LOOPREX,,LOOP,,,unavailable
LTCDOWN,,LTCDOWN,,,unavailable
Mazzuma,,MAZ,,,unavailable
MediBit,,MEDIBIT,,,unavailable
MeetPle,,MPT,,,unavailable
Mineral,,MNR,,,unavailable
MiraQle,,MQL,,,unavailable
Misbloc,,MSB,,,unavailable
Moneta,moneta2,MONETA,1071916,USD,available
Morpher,,MPH,,,unavailable
MyToken,,MT,,,unavailable
Netkoin,,NTK,,,unavailable
Neumark,neumark,NEU,1094193,USD,available
Nyan V2,,NYAN-2,,,unavailable
Omicron,omicron,OMC,1071900,USD,available
One DEX,,ODEX,,,unavailable
Our Pay,,OUR,,,unavailable
Payship,,PSHP,,,unavailable
PayYoda,,YOT,,,unavailable
pBTC35A,,pBTC35A,,,unavailable
Phoswap,,PHO,,,unavailable
Popcorn,,CORN,,,unavailable
Portion,,PRT,,,unavailable
PREDIQT,,PQT,,,unavailable
Previse,,PRVS,,,unavailable
Prophet,,PROPHET,,,unavailable
Psychic,,PSY,,,unavailable
QuiverX,,QRX,,,unavailable
REALPAY,,RAP,,,unavailable
Refract,,RFR,,,unavailable
Reserve,,RSV,,,unavailable
Resoper,,RSP,,,unavailable
Samurai,,SAM,,,unavailable
Sashimi,,SASHIMI,,,unavailable
Sexcoin,sexcoin,SXC,1070458,USD,available
Shardus,,ULT,,,unavailable
ShareAt,,XAT,,,unavailable
sBTC,,sBTC,,,unavailable
Soteria,,WSOTE,,,unavailable
Sumcoin,,SUM,,,unavailable
SUP8EME,,SUP8EME,,,unavailable
SUSHIUP,,SUSHIUP,,,unavailable
Swaprol,,SWPRL,,,unavailable
SXPDOWN,,SXPDOWN,,,unavailable
Tatcoin,,TAT,,,unavailable
Tcbcoin,,TCFX,,,unavailable
THECASH,,TCH,,,unavailable
THENODE,,THE,,,unavailable
Thorium,,TORM,,,unavailable
TILWIKI,,TLW,,,unavailable
Tokemon,,TKMN,,,unavailable
Treecle,,TRCL,,,unavailable
Tribute,,TRBT,,,unavailable
TRXDOWN,,TRXDOWN,,,unavailable
Tsunami finance,,NAMI,,,unavailable
Twinkle,,TKT,,,unavailable
UNIDOWN,,UNIDOWN,,,unavailable
Unifund,,IFUND,,,unavailable
UnoSwap,,UNOS,,,unavailable
United Traders Token,uttoken,UTT,1094192,USD,available
VeraOne,,VRO,,,unavailable
VROOMGO,,VRGX,,,unavailable
wanLINK,,WANLINK,,,unavailable
WanSwap,,WASP,,,unavailable
wanUSDC,,WANUSDC,,,unavailable
wanUSDT,,WANUSDT,,,unavailable
Wenburn,,WENB,,,unavailable
WOWswap,,WOW,,,unavailable
X-Block,,IX,,,unavailable
XCredit,,XFYI,,,unavailable
XLMDOWN,,XLMDOWN,,,unavailable
XRPDOWN,,XRPDOWN,,,unavailable
XTZDOWN,,XTZDOWN,,,unavailable
YFIDapp,,YFID,,,unavailable
YFIDOWN,,YFIDOWN,,,unavailable
YFWorld,,YFW,,,unavailable
yplutus,,YPLT,,,unavailable
Zer-Dex,,ZDX,,,unavailable
Ziktalk,,ZIK,,,unavailable
7Finance,,SVN,,,unavailable
Aave BAT,,ABAT,,,unavailable
Aave DAI,,ADAI,,,unavailable
Aave KNC,,AKNC,,,unavailable
Aave MKR,,AMKR,,,unavailable
Aave SNX,,ASNX,,,unavailable
AC Index,,ACX,,,unavailable
ACoconut,,AC,,,unavailable
ACryptoS,,ACS,,,unavailable
Alchemix,,ALCX,,,unavailable
AlgoVest,,AVS,,,unavailable
AlloHash,,ALH,,,unavailable
ALP Coin,,ALP,,,unavailable
APOyield,,SOUL,,,unavailable
ARMTOKEN,,TARM,,,unavailable
Ballswap,,BSP,,,unavailable
Bastonet,bastonet,BSN,1071061,USD,available
Behodler,,EYE,,,unavailable
BELIEVER,,BLVR,,,unavailable
Bellcoin,,BELL,,,unavailable
BIOKKOIN,,BKKG,,,unavailable
BitTube,bit-tube,TUBE,1142188,USD,available
BitCanna,,BCNA,,,unavailable
BitcoinV,,BTCV,,,unavailable
BitcoinX,bitcoinx,BCX,1061461,USD,available
Bitcoiva,,BCA,,,unavailable
Bitpower,,BPP,,,unavailable
Bitscoin,,BTCX,,,unavailable
Bitsonic,,BSC,,,unavailable
BiTToken,,BITT,,,unavailable
Block 18,,18C,,,unavailable
BlockCDN,blockcdn,BCDN,1061785,USD,available
BLOCKMAX,,OCB,,,unavailable
BotOcean,,BOTS,,,unavailable
BSC FARM,,BSC,,,unavailable
BTS Coin,,BTSC,,,unavailable
Buy-Sell,,BSE,,,unavailable
Buzzshow,,GLDY,,,unavailable
Bit World Token,,BWB,,,unavailable
CAD Coin,,CADC,,,unavailable
Cashhand,,CHND,,,unavailable
Centaure,,CEN,,,unavailable
Chainpay,,CPAY,,,unavailable
Channels,,CAN,,,unavailable
ClubCoin,clubcoin,CLUB,1071786,USD,available
CMITCOIN,,CMIT,,,unavailable
CoinLoan,,CLT,,,unavailable
CoinMeet,,MEET,,,unavailable
CoinZoom,,ZOOM,,,unavailable
COVIR.IO,,CVR,,,unavailable
DaftCoin,,DAFT,,,unavailable
DarkLisk,darklisk,DISK,1071932,USD,available
DeadSoul,,DSL,,,unavailable
Decurian,,ECU,,,unavailable
DefiCliq,,CLIQ,,,unavailable
Dextoken,,DEXG,,,unavailable
Dextrust,,DETS,,,unavailable
Dfinance,,XFI,,,unavailable
DotBased,,xDOT,,,unavailable
EA Token,,EA,,,unavailable
EasySwap,,ESWA,,,unavailable
ECOChain,,ECOC,,,unavailable
EDDASwap,,EDDA,,,unavailable
EduCoin,,EDU,,,unavailable
Endorsit,,EDS,,,unavailable
eosBLACK,,BLACK,,,unavailable
ESR Coin,,ESRC,,,unavailable
Etheroll,etheroll,DICE,1072130,USD,available
Etherpay,,ETHPY,,,unavailable
EthicHub,,ETHIX,,,unavailable
EzyStayz,,EZY,,,unavailable
FairGame,,FAIR,,,unavailable
FastSwap,,FAST,,,unavailable
Fazzcoin,fazzcoin,FAZZ,1071867,USD,available
FEGtoken,,FEG,,,unavailable
FlourMix,,FLO,,,unavailable
FOMPOUND,,FOMP,,,unavailable
Freecash,,FCH,,,unavailable
fry.world,,FRIES,,,unavailable
Gasgains,,GASG,,,unavailable
GazeCoin,,GZE,,,unavailable
Gold BCR,,GBCR,,,unavailable
Goldcoin,,GLC,,,unavailable
GoldFinX,,GIX,,,unavailable
Guapcoin,,GUAP,,,unavailable
Hanacoin,,HANA,,,unavailable
Harcomia,,HCA,,,unavailable
Hemelios,,HEM,,,unavailable
Hiblocks,,HIBS,,,unavailable
Historia,,HTA,,,unavailable
HL Chain,,HL,,,unavailable
Holyheld,,HH,,,unavailable
indaHash,,IDH,,,unavailable
InsurAce,,INSUR,,,unavailable
ISALCOIN,,ISAL,,,unavailable
IZEROIUM,,IZER,,,unavailable
JBOX,,JBX,,,unavailable
Jumpcoin,,JUMP,,,unavailable
Kevacoin,,KVA,,,unavailable
keyTango,,TANGO,,,unavailable
King Swap,,$KING,,,unavailable
LavaSwap,,LAVA,,,unavailable
Lepricon,,L3P,,,unavailable
Libocoin,,LBY,,,unavailable
Libonomy,,LBY,,,unavailable
LINKDOWN,,LINKDOWN,,,unavailable
Litecash,,CASH,,,unavailable
LivenPay,,LVN,,,unavailable
LOLTOKEN,,LOL,,,unavailable
Markaccy,,MKCY,,,unavailable
MarxCoin,marxcoin,MARX,1071805,USD,available
Maxonrow,,MXW,,,unavailable
MDsquare,,TMED,,,unavailable
MinePlex,,PLEX,,,unavailable
MiniSwap,,MINI,,,unavailable
MintCoin,,MINT,,,unavailable
MixTrust,,MXT,,,unavailable
MM Token,,MM,,,unavailable
MobiePay,,MBX,,,unavailable
ModiHost,,AIM,,,unavailable
Momentum,,XMM,,,unavailable
Moon YFI,,MYFI,,,unavailable
NanTrade,,NAN,,,unavailable
Naz Coin,,NAZ,,,unavailable
NDN Link,,NDN,,,unavailable
Neoteric,,NTRC,,,unavailable
NFT POOL,,NFTP,,,unavailable
NSS Coin,,NSS,,,unavailable
Nydronia,,NIA,,,unavailable
One Cash,,ONC,,,unavailable
Opennity,,OPNN,,,unavailable
PeepCoin,peepcoin,PCN,1071883,USD,available
PegsUSD,,PUSD,,,unavailable
Pilnette,,PVG,,,unavailable
PIRANHAS,,$PIR,,,unavailable
PlayChip,,PLA,,,unavailable
PlayDapp,,PLA,,,unavailable
Pokeball,,POKE,,,unavailable
Polybius,polybius,PLBT,1168389,USD,available
Porkchop,,CHOP,,,unavailable
Predictz,,PRDZ,,,unavailable
Prophecy,,PRY,,,unavailable
Puriever,,PURE,,,unavailable
QFinance,,QFI,,,unavailable
KUN,,KUN,,,unavailable
QUEENBEE,,QBZ,,,unavailable
Quotient,quotient,XQN,1071872,USD,available
Relevant,,REL,,,unavailable
RI Token,,RI,,,unavailable
Ritocoin,,RITO,,,unavailable
Robotina,,ROX,,,unavailable
ROMToken,,ROM,,,unavailable
ROS Coin,,ROS,,,unavailable
RubleBit,rublebit,RUBIT,1071858,USD,available
Rubycoin,rubycoin,RBY,1071207,USD,available
SafeMoon,,SAFEMOON,,,unavailable
SafePost,,STAMP,,,unavailable
SaveNode,,SNO,,,unavailable
SegWit2x,segwit2x,B2X,1061536,USD,available
Sendvibe,,SVB,,,unavailable
SHD CASH,,SHDC,,,unavailable
SifChain,,erowan,,,unavailable
SINERGIA,,SNG,,,unavailable
SmartKey,,SKEY,,,unavailable
snglsDAO,,SGT,,,unavailable
SPACE-iZ,,SPIZ,,,unavailable
StarLink,,SLNV2,,,unavailable
Starname,,IOV,,,unavailable
STK Coin,,STK,,,unavailable
Superbid,,SUPERBID,,,unavailable
SwapShip,,SWSH,,,unavailable
SymVerse,,SYM,,,unavailable
Tepleton,,TEP,,,unavailable
Ti-Value,,TV,,,unavailable
TopChain,topchain,TOPC,1066738,USD,available
Toshimon,,TOSHI,,,unavailable
Treelion,,TRN,,,unavailable
Tronipay,,TRP,,,unavailable
TTCRYPTO,,TTC,,,unavailable
UCROWDME,,UCM,,,unavailable
UnderDog,,DOG,,,unavailable
Unicrypt,,UNC,,,unavailable
UniPower,,POWER,,,unavailable
UnityDAO,,UTY,,,unavailable
Universa,universa,UTNP,1071976,USD,available
UniWorld,,UNW,,,unavailable
Va Na Su,,VNS,,,unavailable
VeraSwap,,VRAP,,,unavailable
VN Token,,VN,,,unavailable
Voyacoin,voyacoin,VOYA,1071902,USD,available
Wallabee,,WLB,,,unavailable
wanSUSHI,,WANSUSHI,,,unavailable
WingShop,,WING,,,unavailable
YEP COIN,,YEP,,,unavailable
Yfi.mobi,,YFIM,,,unavailable
YFTether,,YFTE,,,unavailable
Zeitcoin,zeitcoin,ZEIT,1070612,USD,available
Zugacoin,,SZC,,,unavailable
1AI Token,,1AI,,,unavailable
1irstGold,,1GOLD,,,unavailable
3XT TOKEN,,3XT,,,unavailable
Aave BUSD,,ABUSD,,,unavailable
AAVEDOWN,,AAVEDOWN,,,unavailable
Aave LINK,,ALINK,,,unavailable
Aave TUSD,,ATUSD,,,unavailable
Aerotoken,,AET,,,unavailable
AgaveCoin,agavecoin,AGVC,1129345,USD,available
AI Crypto,,AIC,,,unavailable
Akita Inu,,AKITA,,,unavailable
AlphaLink,,ANK,,,unavailable
Ape Tools,,NANA,,,unavailable
Armor NXM,,arNXM,,,unavailable
Asac Coin,,ASAC,,,unavailable
Astronaut,,NAUT,,,unavailable
AurusDeFi,,AWX,,,unavailable
AurusGOLD,,AWG,,,unavailable
Bali Coin,,BALI,,,unavailable
Balloon-X,,BLX,,,unavailable
Bananatok,,BNA,,,unavailable
