name,full_name,tag,id,base,base_name,second,second_name
NOK/PLN,NOK/PLN - Norwegian Krone Polish Zloty,nok-pln,9873,NOK,Norwegian Krone,PLN,Polish Zloty
PLN/NOK,PLN/NOK - Polish Zloty Norwegian Krone,pln-nok,10002,PLN,Polish Zloty,NOK,Norwegian Krone
NOK/RON,NOK/RON - Norwegian Krone Romanian Leu,nok-ron,9875,NOK,Norwegian Krone,RON,Romanian Leu
NOK/RUB,NOK/RUB - Norwegian Krone Russian Ruble,nok-rub,9876,NOK,Norwegian Krone,RUB,Russian Ruble
RUB/NOK,RUB/NOK - Russian Ruble Norwegian Krone,rub-nok,10053,RUB,Russian Ruble,NOK,Norwegian Krone
NOK/TRY,NOK/TRY - Norwegian Krone Turkish Lira,nok-try,9880,NOK,Norwegian Krone,TRY,Turkish Lira
TRY/NOK,TRY/NOK - Turkish Lira Norwegian Krone,try-nok,10274,TRY,Turkish Lira,NOK,Norwegian Krone
NOK/AED,NOK/AED - Norwegian Krone UAE Dirham,nok-aed,9836,NOK,Norwegian Krone,AED,UAE Dirham
AED/NOK,AED/NOK - UAE Dirham Norwegian Krone,aed-nok,9294,AED,UAE Dirham,NOK,Norwegian Krone
NOK/BHD,NOK/BHD - Norwegian Krone Baharain Dinar,nok-bhd,9840,NOK,Norwegian Krone,BHD,Baharain Dinar
NOK/ILS,NOK/ILS - Norwegian Krone Israeli Shekel,nok-ils,9852,NOK,Norwegian Krone,ILS,Israeli Shekel
ILS/NOK,ILS/NOK - Israeli Shekel Norwegian Krone,ils-nok,9706,ILS,Israeli Shekel,NOK,Norwegian Krone
NOK/JOD,NOK/JOD - Norwegian Krone Jordan Dinar,nok-jod,9855,NOK,Norwegian Krone,JOD,Jordan Dinar
NOK/LBP,NOK/LBP - Norwegian Krone Lebanese Pound,nok-lbp,9858,NOK,Norwegian Krone,LBP,Lebanese Pound
NOK/OMR,NOK/OMR - Norwegian Krone Omani Rial,nok-omr,9869,NOK,Norwegian Krone,OMR,Omani Rial
NOK/QAR,NOK/QAR - Norwegian Krone Qatari Riyal,nok-qar,9874,NOK,Norwegian Krone,QAR,Qatari Riyal
NOK/SAR,NOK/SAR - Norwegian Krone Saudi Riyal,nok-sar,9877,NOK,Norwegian Krone,SAR,Saudi Riyal
SAR/NOK,SAR/NOK - Saudi Riyal Norwegian Krone,sar-nok,10104,SAR,Saudi Riyal,NOK,Norwegian Krone
NOK/BBD,NOK/BBD - Norwegian Krone Barbadian Dollar,nok-bbd,9839,NOK,Norwegian Krone,BBD,Barbadian Dollar
NOK/JMD,NOK/JMD - Norwegian Krone Jamaican Dollar,nok-jmd,9854,NOK,Norwegian Krone,JMD,Jamaican Dollar
NOK/XCD,NOK/XCD - Norwegian Krone East Caribbean Dollar,nok-xcd,9885,NOK,Norwegian Krone,XCD,East Caribbean Dollar
NOK/EGP,NOK/EGP - Norwegian Krone Egyptian Pound,nok-egp,9847,NOK,Norwegian Krone,EGP,Egyptian Pound
NOK/KES,NOK/KES - Norwegian Krone Kenyan Shilling,nok-kes,9856,NOK,Norwegian Krone,KES,Kenyan Shilling
NOK/MAD,NOK/MAD - Norwegian Krone Moroccan Dirham,nok-mad,9862,NOK,Norwegian Krone,MAD,Moroccan Dirham
NOK/NAD,NOK/NAD - Norwegian Krone Namibian Dollar,nok-nad,9865,NOK,Norwegian Krone,NAD,Namibian Dollar
NOK/XAF,NOK/XAF - Norwegian Krone Central African Franc,nok-xaf,9884,NOK,Norwegian Krone,XAF,Central African Franc
NOK/XOF,NOK/XOF - Norwegian Krone West African CFA franc,nok-xof,9886,NOK,Norwegian Krone,XOF,West African CFA franc
NOK/ZAR,NOK/ZAR - Norwegian Krone South African Rand,nok-zar,9887,NOK,Norwegian Krone,ZAR,South African Rand
ZAR/NOK,ZAR/NOK - South African Rand Norwegian Krone,zar-nok,2246,ZAR,South African Rand,NOK,Norwegian Krone
PLN/CHF,PLN/CHF - Polish Zloty Swiss Franc,pln-chf,9978,PLN,Polish Zloty,CHF,Swiss Franc
CHF/PLN,CHF/PLN - Swiss Franc Polish Zloty,chf-pln,86,CHF,Swiss Franc,PLN,Polish Zloty
PLN/RON,PLN/RON - Polish Zloty Romanian Leu,pln-ron,10010,PLN,Polish Zloty,RON,Romanian Leu
PLN/RUB,PLN/RUB - Polish Zloty Russian Ruble,pln-rub,10011,PLN,Polish Zloty,RUB,Russian Ruble
RUB/PLN,RUB/PLN - Russian Ruble Polish Zloty,rub-pln,10057,RUB,Russian Ruble,PLN,Polish Zloty
PLN/SEK,PLN/SEK - Polish Zloty Swedish Krona,pln-sek,10013,PLN,Polish Zloty,SEK,Swedish Krona
SEK/PLN,SEK/PLN - Swedish Krona Polish Zloty,sek-pln,119,SEK,Swedish Krona,PLN,Polish Zloty
PLN/TRY,PLN/TRY - Polish Zloty Turkish Lira,pln-try,10016,PLN,Polish Zloty,TRY,Turkish Lira
TRY/PLN,TRY/PLN - Turkish Lira Polish Zloty,try-pln,10281,TRY,Turkish Lira,PLN,Polish Zloty
PLN/UAH,PLN/UAH - Polish Zloty Ukrainian Hryvnia,pln-uah,1065449,PLN,Polish Zloty,UAH,Ukrainian Hryvnia
UAH/PLN,UAH/PLN - Ukrainian Hryvnia Polish Zloty,uah-pln,1065448,UAH,Ukrainian Hryvnia,PLN,Polish Zloty
PLN/AED,PLN/AED - Polish Zloty UAE Dirham,pln-aed,9971,PLN,Polish Zloty,AED,UAE Dirham
AED/PLN,AED/PLN - UAE Dirham Polish Zloty,aed-pln,9297,AED,UAE Dirham,PLN,Polish Zloty
PLN/BHD,PLN/BHD - Polish Zloty Baharain Dinar,pln-bhd,9975,PLN,Polish Zloty,BHD,Baharain Dinar
PLN/ILS,PLN/ILS - Polish Zloty Israeli Shekel,pln-ils,9987,PLN,Polish Zloty,ILS,Israeli Shekel
ILS/PLN,ILS/PLN - Israeli Shekel Polish Zloty,ils-pln,9713,ILS,Israeli Shekel,PLN,Polish Zloty
PLN/JOD,PLN/JOD - Polish Zloty Jordan Dinar,pln-jod,9991,PLN,Polish Zloty,JOD,Jordan Dinar
PLN/LBP,PLN/LBP - Polish Zloty Lebanese Pound,pln-lbp,9994,PLN,Polish Zloty,LBP,Lebanese Pound
PLN/OMR,PLN/OMR - Polish Zloty Omani Rial,pln-omr,10005,PLN,Polish Zloty,OMR,Omani Rial
PLN/QAR,PLN/QAR - Polish Zloty Qatari Riyal,pln-qar,10009,PLN,Polish Zloty,QAR,Qatari Riyal
PLN/SAR,PLN/SAR - Polish Zloty Saudi Riyal,pln-sar,10012,PLN,Polish Zloty,SAR,Saudi Riyal
SAR/PLN,SAR/PLN - Saudi Riyal Polish Zloty,sar-pln,10110,SAR,Saudi Riyal,PLN,Polish Zloty
PLN/BBD,PLN/BBD - Polish Zloty Barbadian Dollar,pln-bbd,9974,PLN,Polish Zloty,BBD,Barbadian Dollar
PLN/JMD,PLN/JMD - Polish Zloty Jamaican Dollar,pln-jmd,9990,PLN,Polish Zloty,JMD,Jamaican Dollar
PLN/XCD,PLN/XCD - Polish Zloty East Caribbean Dollar,pln-xcd,10021,PLN,Polish Zloty,XCD,East Caribbean Dollar
PLN/EGP,PLN/EGP - Polish Zloty Egyptian Pound,pln-egp,9982,PLN,Polish Zloty,EGP,Egyptian Pound
PLN/KES,PLN/KES - Polish Zloty Kenyan Shilling,pln-kes,9992,PLN,Polish Zloty,KES,Kenyan Shilling
PLN/MAD,PLN/MAD - Polish Zloty Moroccan Dirham,pln-mad,9998,PLN,Polish Zloty,MAD,Moroccan Dirham
PLN/NAD,PLN/NAD - Polish Zloty Namibian Dollar,pln-nad,10001,PLN,Polish Zloty,NAD,Namibian Dollar
PLN/XAF,PLN/XAF - Polish Zloty Central African Franc,pln-xaf,10020,PLN,Polish Zloty,XAF,Central African Franc
PLN/XOF,PLN/XOF - Polish Zloty West African CFA franc,pln-xof,10022,PLN,Polish Zloty,XOF,West African CFA franc
PLN/ZAR,PLN/ZAR - Polish Zloty South African Rand,pln-zar,10023,PLN,Polish Zloty,ZAR,South African Rand
ZAR/PLN,ZAR/PLN - South African Rand Polish Zloty,zar-pln,10433,ZAR,South African Rand,PLN,Polish Zloty
RON/RUB,RON/RUB - Romanian Leu Russian Ruble,ron-rub,10048,RON,Romanian Leu,RUB,Russian Ruble
CHF/RON,CHF/RON - Swiss Franc Romanian Leu,chf-ron,9563,CHF,Swiss Franc,RON,Romanian Leu
SEK/RON,SEK/RON - Swedish Krona Romanian Leu,sek-ron,10161,SEK,Swedish Krona,RON,Romanian Leu
TRY/RON,TRY/RON - Turkish Lira Romanian Leu,try-ron,10283,TRY,Turkish Lira,RON,Romanian Leu
RON/ILS,RON/ILS - Romanian Leu Israeli Shekel,ron-ils,1031411,RON,Romanian Leu,ILS,Israeli Shekel
ILS/RON,ILS/RON - Israeli Shekel Romanian Leu,ils-ron,9715,ILS,Israeli Shekel,RON,Romanian Leu
AED/RON,AED/RON - UAE Dirham Romanian Leu,aed-ron,9320,AED,UAE Dirham,RON,Romanian Leu
SAR/RON,SAR/RON - Saudi Riyal Romanian Leu,sar-ron,10112,SAR,Saudi Riyal,RON,Romanian Leu
ZAR/RON,ZAR/RON - South African Rand Romanian Leu,zar-ron,10435,ZAR,South African Rand,RON,Romanian Leu
RUB/AED,RUB/AED - Russian Ruble UAE Dirham,rub-aed,10024,RUB,Russian Ruble,AED,UAE Dirham
AED/RUB,AED/RUB - UAE Dirham Russian Ruble,aed-rub,9298,AED,UAE Dirham,RUB,Russian Ruble
RUB/ILS,RUB/ILS - Russian Ruble Israeli Shekel,rub-ils,10037,RUB,Russian Ruble,ILS,Israeli Shekel
ILS/RUB,ILS/RUB - Israeli Shekel Russian Ruble,ils-rub,9716,ILS,Israeli Shekel,RUB,Russian Ruble
RUB/LBP,RUB/LBP - Russian Ruble Lebanese Pound,rub-lbp,10045,RUB,Russian Ruble,LBP,Lebanese Pound
RUB/QAR,RUB/QAR - Russian Ruble Qatari Riyal,rub-qar,10058,RUB,Russian Ruble,QAR,Qatari Riyal
RUB/SAR,RUB/SAR - Russian Ruble Saudi Riyal,rub-sar,10059,RUB,Russian Ruble,SAR,Saudi Riyal
SAR/RUB,SAR/RUB - Saudi Riyal Russian Ruble,sar-rub,10113,SAR,Saudi Riyal,RUB,Russian Ruble
RUB/SEK,RUB/SEK - Russian Ruble Swedish Krona,rub-sek,10060,RUB,Russian Ruble,SEK,Swedish Krona
SEK/RUB,SEK/RUB - Swedish Krona Russian Ruble,sek-rub,10162,SEK,Swedish Krona,RUB,Russian Ruble
RUB/TRY,RUB/TRY - Russian Ruble Turkish Lira,rub-try,10062,RUB,Russian Ruble,TRY,Turkish Lira
TRY/RUB,TRY/RUB - Turkish Lira Russian Ruble,try-rub,10284,TRY,Turkish Lira,RUB,Russian Ruble
RUB/CHF,RUB/CHF - Russian Ruble Swiss Franc,rub-chf,13918,RUB,Russian Ruble,CHF,Swiss Franc
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,chf-rub,9564,CHF,Swiss Franc,RUB,Russian Ruble
RUB/UAH,RUB/UAH - Russian Ruble Ukrainian Hryvnia,rub-uah,940802,RUB,Russian Ruble,UAH,Ukrainian Hryvnia
UAH/RUB,UAH/RUB - Ukrainian Hryvnia Russian Ruble,uah-rub,940809,UAH,Ukrainian Hryvnia,RUB,Russian Ruble
SDR/RUB,SDR/RUB - Special Drawing Rights Russian Ruble,sdr-rub,1089321,SDR,Special Drawing...,RUB,Russian Ruble
RUB/EGP,RUB/EGP - Russian Ruble Egyptian Pound,rub-egp,10031,RUB,Russian Ruble,EGP,Egyptian Pound
RUB/KES,RUB/KES - Russian Ruble Kenyan Shilling,rub-kes,10043,RUB,Russian Ruble,KES,Kenyan Shilling
RUB/MAD,RUB/MAD - Russian Ruble Moroccan Dirham,rub-mad,10049,RUB,Russian Ruble,MAD,Moroccan Dirham
RUB/NAD,RUB/NAD - Russian Ruble Namibian Dollar,rub-nad,10052,RUB,Russian Ruble,NAD,Namibian Dollar
RUB/XAF,RUB/XAF - Russian Ruble Central African Franc,rub-xaf,10066,RUB,Russian Ruble,XAF,Central African Franc
RUB/XOF,RUB/XOF - Russian Ruble West African CFA franc,rub-xof,10067,RUB,Russian Ruble,XOF,West African CFA franc
RUB/ZAR,RUB/ZAR - Russian Ruble South African Rand,rub-zar,10068,RUB,Russian Ruble,ZAR,South African Rand
ZAR/RUB,ZAR/RUB - South African Rand Russian Ruble,zar-rub,10436,ZAR,South African Rand,RUB,Russian Ruble
RUB/JMD,RUB/JMD - Russian Ruble Jamaican Dollar,rub-jmd,10040,RUB,Russian Ruble,JMD,Jamaican Dollar
SEK/CHF,SEK/CHF - Swedish Krona Swiss Franc,sek-chf,2015,SEK,Swedish Krona,CHF,Swiss Franc
CHF/SEK,CHF/SEK - Swiss Franc Swedish Krona,chf-sek,138,CHF,Swiss Franc,SEK,Swedish Krona
SEK/TRY,SEK/TRY - Swedish Krona Turkish Lira,sek-try,10166,SEK,Swedish Krona,TRY,Turkish Lira
TRY/SEK,TRY/SEK - Turkish Lira Swedish Krona,try-sek,10286,TRY,Turkish Lira,SEK,Swedish Krona
SEK/AED,SEK/AED - Swedish Krona UAE Dirham,sek-aed,10125,SEK,Swedish Krona,AED,UAE Dirham
AED/SEK,AED/SEK - UAE Dirham Swedish Krona,aed-sek,9300,AED,UAE Dirham,SEK,Swedish Krona
SEK/BHD,SEK/BHD - Swedish Krona Baharain Dinar,sek-bhd,10129,SEK,Swedish Krona,BHD,Baharain Dinar
SEK/ILS,SEK/ILS - Swedish Krona Israeli Shekel,sek-ils,10141,SEK,Swedish Krona,ILS,Israeli Shekel
ILS/SEK,ILS/SEK - Israeli Shekel Swedish Krona,ils-sek,9718,ILS,Israeli Shekel,SEK,Swedish Krona
SEK/JOD,SEK/JOD - Swedish Krona Jordan Dinar,sek-jod,10143,SEK,Swedish Krona,JOD,Jordan Dinar
SEK/LBP,SEK/LBP - Swedish Krona Lebanese Pound,sek-lbp,10146,SEK,Swedish Krona,LBP,Lebanese Pound
SEK/OMR,SEK/OMR - Swedish Krona Omani Rial,sek-omr,10156,SEK,Swedish Krona,OMR,Omani Rial
SEK/QAR,SEK/QAR - Swedish Krona Qatari Riyal,sek-qar,10160,SEK,Swedish Krona,QAR,Qatari Riyal
SEK/SAR,SEK/SAR - Swedish Krona Saudi Riyal,sek-sar,10163,SEK,Swedish Krona,SAR,Saudi Riyal
SAR/SEK,SAR/SEK - Saudi Riyal Swedish Krona,sar-sek,10114,SAR,Saudi Riyal,SEK,Swedish Krona
SEK/BBD,SEK/BBD - Swedish Krona Barbadian Dollar,sek-bbd,10128,SEK,Swedish Krona,BBD,Barbadian Dollar
SEK/JMD,SEK/JMD - Swedish Krona Jamaican Dollar,sek-jmd,10142,SEK,Swedish Krona,JMD,Jamaican Dollar
SEK/XCD,SEK/XCD - Swedish Krona East Caribbean Dollar,sek-xcd,10171,SEK,Swedish Krona,XCD,East Caribbean Dollar
SEK/EGP,SEK/EGP - Swedish Krona Egyptian Pound,sek-egp,10135,SEK,Swedish Krona,EGP,Egyptian Pound
SEK/KES,SEK/KES - Swedish Krona Kenyan Shilling,sek-kes,10144,SEK,Swedish Krona,KES,Kenyan Shilling
SEK/MAD,SEK/MAD - Swedish Krona Moroccan Dirham,sek-mad,10150,SEK,Swedish Krona,MAD,Moroccan Dirham
SEK/NAD,SEK/NAD - Swedish Krona Namibian Dollar,sek-nad,10153,SEK,Swedish Krona,NAD,Namibian Dollar
SEK/XAF,SEK/XAF - Swedish Krona Central African Franc,sek-xaf,10170,SEK,Swedish Krona,XAF,Central African Franc
SEK/XOF,SEK/XOF - Swedish Krona West African CFA franc,sek-xof,10172,SEK,Swedish Krona,XOF,West African CFA franc
SEK/ZAR,SEK/ZAR - Swedish Krona South African Rand,sek-zar,10173,SEK,Swedish Krona,ZAR,South African Rand
ZAR/SEK,ZAR/SEK - South African Rand Swedish Krona,zar-sek,10438,ZAR,South African Rand,SEK,Swedish Krona
CHF/TRY,CHF/TRY - Swiss Franc Turkish Lira,chf-try,126,CHF,Swiss Franc,TRY,Turkish Lira
TRY/CHF,TRY/CHF - Turkish Lira Swiss Franc,try-chf,2063,TRY,Turkish Lira,CHF,Swiss Franc
CHF/UAH,CHF/UAH - Swiss Franc Ukrainian Hryvnia,chf-uah,940803,CHF,Swiss Franc,UAH,Ukrainian Hryvnia
CHF/ZAR,CHF/ZAR - Swiss Franc South African Rand,chf-zar,123,CHF,Swiss Franc,ZAR,South African Rand
ZAR/CHF,ZAR/CHF - South African Rand Swiss Franc,zar-chf,10409,ZAR,South African Rand,CHF,Swiss Franc
CHF/EGP,CHF/EGP - Swiss Franc Egyptian Pound,chf-egp,9546,CHF,Swiss Franc,EGP,Egyptian Pound
CHF/KES,CHF/KES - Swiss Franc Kenyan Shilling,chf-kes,9550,CHF,Swiss Franc,KES,Kenyan Shilling
CHF/MAD,CHF/MAD - Swiss Franc Moroccan Dirham,chf-mad,9555,CHF,Swiss Franc,MAD,Moroccan Dirham
CHF/NAD,CHF/NAD - Swiss Franc Namibian Dollar,chf-nad,9556,CHF,Swiss Franc,NAD,Namibian Dollar
CHF/XAF,CHF/XAF - Swiss Franc Central African Franc,chf-xaf,9567,CHF,Swiss Franc,XAF,Central African Franc
CHF/AED,CHF/AED - Swiss Franc UAE Dirham,chf-aed,1540,CHF,Swiss Franc,AED,UAE Dirham
AED/CHF,AED/CHF - UAE Dirham Swiss Franc,aed-chf,9279,AED,UAE Dirham,CHF,Swiss Franc
CHF/ILS,CHF/ILS - Swiss Franc Israeli Shekel,chf-ils,1550,CHF,Swiss Franc,ILS,Israeli Shekel
ILS/CHF,ILS/CHF - Israeli Shekel Swiss Franc,ils-chf,9680,ILS,Israeli Shekel,CHF,Swiss Franc
CHF/BHD,CHF/BHD - Swiss Franc Baharain Dinar,chf-bhd,9542,CHF,Swiss Franc,BHD,Baharain Dinar
CHF/JOD,CHF/JOD - Swiss Franc Jordan Dinar,chf-jod,9549,CHF,Swiss Franc,JOD,Jordan Dinar
CHF/LBP,CHF/LBP - Swiss Franc Lebanese Pound,chf-lbp,9551,CHF,Swiss Franc,LBP,Lebanese Pound
CHF/OMR,CHF/OMR - Swiss Franc Omani Rial,chf-omr,9558,CHF,Swiss Franc,OMR,Omani Rial
CHF/QAR,CHF/QAR - Swiss Franc Qatari Riyal,chf-qar,9562,CHF,Swiss Franc,QAR,Qatari Riyal
CHF/SAR,CHF/SAR - Swiss Franc Saudi Riyal,chf-sar,9565,CHF,Swiss Franc,SAR,Saudi Riyal
SAR/CHF,SAR/CHF - Saudi Riyal Swiss Franc,sar-chf,10076,SAR,Saudi Riyal,CHF,Swiss Franc
CHF/BBD,CHF/BBD - Swiss Franc Barbadian Dollar,chf-bbd,9541,CHF,Swiss Franc,BBD,Barbadian Dollar
CHF/JMD,CHF/JMD - Swiss Franc Jamaican Dollar,chf-jmd,9548,CHF,Swiss Franc,JMD,Jamaican Dollar
CHF/XCD,CHF/XCD - Swiss Franc East Caribbean Dollar,chf-xcd,9568,CHF,Swiss Franc,XCD,East Caribbean Dollar
TRY/UAH,TRY/UAH - Turkish Lira Ukrainian Hryvnia,try-uah,1080115,TRY,Turkish Lira,UAH,Ukrainian Hryvnia
SDR/TRY,SDR/TRY - Special Drawing Rights Turkish Lira,sdr-try,997693,SDR,Special Drawing...,TRY,Turkish Lira
TRY/ZAR,TRY/ZAR - Turkish Lira South African Rand,try-zar,2064,TRY,Turkish Lira,ZAR,South African Rand
ZAR/TRY,ZAR/TRY - South African Rand Turkish Lira,zar-try,10440,ZAR,South African Rand,TRY,Turkish Lira
TRY/EGP,TRY/EGP - Turkish Lira Egyptian Pound,try-egp,10253,TRY,Turkish Lira,EGP,Egyptian Pound
TRY/KES,TRY/KES - Turkish Lira Kenyan Shilling,try-kes,10264,TRY,Turkish Lira,KES,Kenyan Shilling
TRY/MAD,TRY/MAD - Turkish Lira Moroccan Dirham,try-mad,10270,TRY,Turkish Lira,MAD,Moroccan Dirham
TRY/NAD,TRY/NAD - Turkish Lira Namibian Dollar,try-nad,10273,TRY,Turkish Lira,NAD,Namibian Dollar
TRY/XAF,TRY/XAF - Turkish Lira Central African Franc,try-xaf,10292,TRY,Turkish Lira,XAF,Central African Franc
TRY/XOF,TRY/XOF - Turkish Lira West African CFA franc,try-xof,10294,TRY,Turkish Lira,XOF,West African CFA franc
TRY/AED,TRY/AED - Turkish Lira UAE Dirham,try-aed,10241,TRY,Turkish Lira,AED,UAE Dirham
AED/TRY,AED/TRY - UAE Dirham Turkish Lira,aed-try,9303,AED,UAE Dirham,TRY,Turkish Lira
TRY/BHD,TRY/BHD - Turkish Lira Baharain Dinar,try-bhd,10245,TRY,Turkish Lira,BHD,Baharain Dinar
TRY/ILS,TRY/ILS - Turkish Lira Israeli Shekel,try-ils,10259,TRY,Turkish Lira,ILS,Israeli Shekel
ILS/TRY,ILS/TRY - Israeli Shekel Turkish Lira,ils-try,9721,ILS,Israeli Shekel,TRY,Turkish Lira
TRY/JOD,TRY/JOD - Turkish Lira Jordan Dinar,try-jod,10263,TRY,Turkish Lira,JOD,Jordan Dinar
TRY/LBP,TRY/LBP - Turkish Lira Lebanese Pound,try-lbp,10266,TRY,Turkish Lira,LBP,Lebanese Pound
TRY/OMR,TRY/OMR - Turkish Lira Omani Rial,try-omr,10277,TRY,Turkish Lira,OMR,Omani Rial
TRY/QAR,TRY/QAR - Turkish Lira Qatari Riyal,try-qar,10282,TRY,Turkish Lira,QAR,Qatari Riyal
TRY/SAR,TRY/SAR - Turkish Lira Saudi Riyal,try-sar,10285,TRY,Turkish Lira,SAR,Saudi Riyal
SAR/TRY,SAR/TRY - Saudi Riyal Turkish Lira,sar-try,10117,SAR,Saudi Riyal,TRY,Turkish Lira
KWD/TRY,KWD/TRY - Kuwaiti Dinar Turkish Lira,kwd-try,997689,KWD,Kuwaiti Dinar,TRY,Turkish Lira
TRY/BBD,TRY/BBD - Turkish Lira Barbadian Dollar,try-bbd,10244,TRY,Turkish Lira,BBD,Barbadian Dollar
TRY/JMD,TRY/JMD - Turkish Lira Jamaican Dollar,try-jmd,10262,TRY,Turkish Lira,JMD,Jamaican Dollar
TRY/XCD,TRY/XCD - Turkish Lira East Caribbean Dollar,try-xcd,10293,TRY,Turkish Lira,XCD,East Caribbean Dollar
ILS/UAH,ILS/UAH - Israeli Shekel Ukrainian Hryvnia,ils-uah,1031002,ILS,Israeli Shekel,UAH,Ukrainian Hryvnia
AED/BHD,AED/BHD - UAE Dirham Baharain Dinar,aed-bhd,9310,AED,UAE Dirham,BHD,Baharain Dinar
ILS/BHD,ILS/BHD - Israeli Shekel Baharain Dinar,ils-bhd,9677,ILS,Israeli Shekel,BHD,Baharain Dinar
SAR/BHD,SAR/BHD - Saudi Riyal Baharain Dinar,sar-bhd,10073,SAR,Saudi Riyal,BHD,Baharain Dinar
ZAR/BHD,ZAR/BHD - South African Rand Baharain Dinar,zar-bhd,10406,ZAR,South African Rand,BHD,Baharain Dinar
ILS/AED,ILS/AED - Israeli Shekel UAE Dirham,ils-aed,9673,ILS,Israeli Shekel,AED,UAE Dirham
AED/ILS,AED/ILS - UAE Dirham Israeli Shekel,aed-ils,9288,AED,UAE Dirham,ILS,Israeli Shekel
ILS/JOD,ILS/JOD - Israeli Shekel Jordan Dinar,ils-jod,9695,ILS,Israeli Shekel,JOD,Jordan Dinar
JOD/ILS,JOD/ILS - Jordan Dinar Israeli Shekel,jod-ils,1886,JOD,Jordan Dinar,ILS,Israeli Shekel
ILS/LBP,ILS/LBP - Israeli Shekel Lebanese Pound,ils-lbp,9698,ILS,Israeli Shekel,LBP,Lebanese Pound
ILS/OMR,ILS/OMR - Israeli Shekel Omani Rial,ils-omr,9709,ILS,Israeli Shekel,OMR,Omani Rial
ILS/QAR,ILS/QAR - Israeli Shekel Qatari Riyal,ils-qar,9714,ILS,Israeli Shekel,QAR,Qatari Riyal
ILS/SAR,ILS/SAR - Israeli Shekel Saudi Riyal,ils-sar,9717,ILS,Israeli Shekel,SAR,Saudi Riyal
SAR/ILS,SAR/ILS - Saudi Riyal Israeli Shekel,sar-ils,10088,SAR,Saudi Riyal,ILS,Israeli Shekel
ILS/BBD,ILS/BBD - Israeli Shekel Barbadian Dollar,ils-bbd,9676,ILS,Israeli Shekel,BBD,Barbadian Dollar
ILS/JMD,ILS/JMD - Israeli Shekel Jamaican Dollar,ils-jmd,9694,ILS,Israeli Shekel,JMD,Jamaican Dollar
ILS/XCD,ILS/XCD - Israeli Shekel East Caribbean Dollar,ils-xcd,9726,ILS,Israeli Shekel,XCD,East Caribbean Dollar
ILS/EGP,ILS/EGP - Israeli Shekel Egyptian Pound,ils-egp,9686,ILS,Israeli Shekel,EGP,Egyptian Pound
ILS/KES,ILS/KES - Israeli Shekel Kenyan Shilling,ils-kes,9696,ILS,Israeli Shekel,KES,Kenyan Shilling
ILS/MAD,ILS/MAD - Israeli Shekel Moroccan Dirham,ils-mad,9702,ILS,Israeli Shekel,MAD,Moroccan Dirham
ILS/NAD,ILS/NAD - Israeli Shekel Namibian Dollar,ils-nad,9705,ILS,Israeli Shekel,NAD,Namibian Dollar
ILS/XAF,ILS/XAF - Israeli Shekel Central African Franc,ils-xaf,9725,ILS,Israeli Shekel,XAF,Central African Franc
ILS/XOF,ILS/XOF - Israeli Shekel West African CFA franc,ils-xof,9727,ILS,Israeli Shekel,XOF,West African CFA franc
ILS/ZAR,ILS/ZAR - Israeli Shekel South African Rand,ils-zar,9728,ILS,Israeli Shekel,ZAR,South African Rand
ZAR/ILS,ZAR/ILS - South African Rand Israeli Shekel,zar-ils,10417,ZAR,South African Rand,ILS,Israeli Shekel
JOD/KWD,JOD/KWD - Jordan Dinar Kuwaiti Dinar,jod-kwd,14480,JOD,Jordan Dinar,KWD,Kuwaiti Dinar
KWD/JOD,KWD/JOD - Kuwaiti Dinar Jordan Dinar,kwd-jod,14488,KWD,Kuwaiti Dinar,JOD,Jordan Dinar
JOD/AED,JOD/AED - Jordan Dinar UAE Dirham,jod-aed,950992,JOD,Jordan Dinar,AED,UAE Dirham
AED/JOD,AED/JOD - UAE Dirham Jordan Dinar,aed-jod,9312,AED,UAE Dirham,JOD,Jordan Dinar
JOD/SAR,JOD/SAR - Jordan Dinar Saudi Riyal,jod-sar,950993,JOD,Jordan Dinar,SAR,Saudi Riyal
SAR/JOD,SAR/JOD - Saudi Riyal Jordan Dinar,sar-jod,10092,SAR,Saudi Riyal,JOD,Jordan Dinar
ZAR/JOD,ZAR/JOD - South African Rand Jordan Dinar,zar-jod,10420,ZAR,South African Rand,JOD,Jordan Dinar
KWD/AED,KWD/AED - Kuwaiti Dinar UAE Dirham,kwd-aed,14487,KWD,Kuwaiti Dinar,AED,UAE Dirham
AED/KWD,AED/KWD - UAE Dirham Kuwaiti Dinar,aed-kwd,14472,AED,UAE Dirham,KWD,Kuwaiti Dinar
KWD/SAR,KWD/SAR - Kuwaiti Dinar Saudi Riyal,kwd-sar,14490,KWD,Kuwaiti Dinar,SAR,Saudi Riyal
SAR/KWD,SAR/KWD - Saudi Riyal Kuwaiti Dinar,sar-kwd,14491,SAR,Saudi Riyal,KWD,Kuwaiti Dinar
AED/LBP,AED/LBP - UAE Dirham Lebanese Pound,aed-lbp,9321,AED,UAE Dirham,LBP,Lebanese Pound
SAR/LBP,SAR/LBP - Saudi Riyal Lebanese Pound,sar-lbp,10096,SAR,Saudi Riyal,LBP,Lebanese Pound
ZAR/LBP,ZAR/LBP - South African Rand Lebanese Pound,zar-lbp,10422,ZAR,South African Rand,LBP,Lebanese Pound
AED/OMR,AED/OMR - UAE Dirham Omani Rial,aed-omr,9314,AED,UAE Dirham,OMR,Omani Rial
