name,full_name,tag,id,base,base_name,second,second_name
NZD/KRW,NZD/KRW - New Zealand Dollar Korean Won,nzd-krw,1986,NZD,New Zealand Dollar,KRW,Korean Won
KRW/ILS,KRW/ILS - Korean Won Israeli Shekel,krw-ils,1031410,KRW,Korean Won,ILS,Israeli Shekel
ILS/KRW,ILS/KRW - Israeli Shekel Korean Won,ils-krw,9697,ILS,Israeli Shekel,KRW,Korean Won
AED/KRW,AED/KRW - UAE Dirham Korean Won,aed-krw,9291,AED,UAE Dirham,KRW,Korean Won
SAR/KRW,SAR/KRW - Saudi Riyal Korean Won,sar-krw,10095,SAR,Saudi Riyal,KRW,Korean Won
KGS/RUB,KGS/RUB - Kyrgyzstan som Russian Ruble,kgs-rub,1089318,KGS,Kyrgyzstan som,RUB,Russian Ruble
EUR/LAK,EUR/LAK - Euro Lao Kip,eur-lak,1657,EUR,Euro,LAK,Lao Kip
EUR/MOP,EUR/MOP - Euro Macanese Pataca,eur-mop,1670,EUR,Euro,MOP,Macanese Pataca
MYR/PKR,MYR/PKR - Malaysian Ringgit Pakistani Rupee,myr-pkr,1965,MYR,Malaysian Ringgit,PKR,Pakistani Rupee
MYR/SGD,MYR/SGD - Malaysian Ringgit Singapore Dollar,myr-sgd,1966,MYR,Malaysian Ringgit,SGD,Singapore Dollar
SGD/MYR,SGD/MYR - Singapore Dollar Malaysian Ringgit,sgd-myr,2038,SGD,Singapore Dollar,MYR,Malaysian Ringgit
MYR/THB,MYR/THB - Malaysian Ringgit Thai Baht,myr-thb,1967,MYR,Malaysian Ringgit,THB,Thai Baht
THB/MYR,THB/MYR - Thai Baht Malaysian Ringgit,thb-myr,10228,THB,Thai Baht,MYR,Malaysian Ringgit
MYR/TWD,MYR/TWD - Malaysian Ringgit Taiwan Dollar,myr-twd,1968,MYR,Malaysian Ringgit,TWD,Taiwan Dollar
TWD/MYR,TWD/MYR - Taiwan Dollar Malaysian Ringgit,twd-myr,10323,TWD,Taiwan Dollar,MYR,Malaysian Ringgit
PHP/MYR,PHP/MYR - Philippine Peso Malaysian Ringgit,php-myr,9941,PHP,Philippine Peso,MYR,Malaysian Ringgit
MYR/DKK,MYR/DKK - Malaysian Ringgit Danish Krone,myr-dkk,1956,MYR,Malaysian Ringgit,DKK,Danish Krone
DKK/MYR,DKK/MYR - Danish Krone Malaysian Ringgit,dkk-myr,1592,DKK,Danish Krone,MYR,Malaysian Ringgit
CHF/MYR,CHF/MYR - Swiss Franc Malaysian Ringgit,chf-myr,1555,CHF,Swiss Franc,MYR,Malaysian Ringgit
EUR/MYR,EUR/MYR - Euro Malaysian Ringgit,eur-myr,1675,EUR,Euro,MYR,Malaysian Ringgit
GBP/MYR,GBP/MYR - British Pound Malaysian Ringgit,gbp-myr,1779,GBP,British Pound,MYR,Malaysian Ringgit
NOK/MYR,NOK/MYR - Norwegian Krone Malaysian Ringgit,nok-myr,9864,NOK,Norwegian Krone,MYR,Malaysian Ringgit
PLN/MYR,PLN/MYR - Polish Zloty Malaysian Ringgit,pln-myr,10000,PLN,Polish Zloty,MYR,Malaysian Ringgit
RUB/MYR,RUB/MYR - Russian Ruble Malaysian Ringgit,rub-myr,10051,RUB,Russian Ruble,MYR,Malaysian Ringgit
SEK/MYR,SEK/MYR - Swedish Krona Malaysian Ringgit,sek-myr,10152,SEK,Swedish Krona,MYR,Malaysian Ringgit
TRY/MYR,TRY/MYR - Turkish Lira Malaysian Ringgit,try-myr,10272,TRY,Turkish Lira,MYR,Malaysian Ringgit
MYR/NZD,MYR/NZD - Malaysian Ringgit New Zealand Dollar,myr-nzd,1964,MYR,Malaysian Ringgit,NZD,New Zealand Dollar
NZD/MYR,NZD/MYR - New Zealand Dollar Malaysian Ringgit,nzd-myr,1987,NZD,New Zealand Dollar,MYR,Malaysian Ringgit
AUD/MYR,AUD/MYR - Australian Dollar Malaysian Ringgit,aud-myr,1496,AUD,Australian Dollar,MYR,Malaysian Ringgit
MYR/ZAR,MYR/ZAR - Malaysian Ringgit South African Rand,myr-zar,1970,MYR,Malaysian Ringgit,ZAR,South African Rand
ZAR/MYR,ZAR/MYR - South African Rand Malaysian Ringgit,zar-myr,2245,ZAR,South African Rand,MYR,Malaysian Ringgit
AED/MYR,AED/MYR - UAE Dirham Malaysian Ringgit,aed-myr,9328,AED,UAE Dirham,MYR,Malaysian Ringgit
ILS/MYR,ILS/MYR - Israeli Shekel Malaysian Ringgit,ils-myr,9704,ILS,Israeli Shekel,MYR,Malaysian Ringgit
SAR/MYR,SAR/MYR - Saudi Riyal Malaysian Ringgit,sar-myr,10102,SAR,Saudi Riyal,MYR,Malaysian Ringgit
KWD/MYR,KWD/MYR - Kuwaiti Dinar Malaysian Ringgit,kwd-myr,1035812,KWD,Kuwaiti Dinar,MYR,Malaysian Ringgit
EUR/MMK,EUR/MMK - Euro Myanmar kyat,eur-mmk,1669,EUR,Euro,MMK,Myanmar kyat
EUR/NPR,EUR/NPR - Euro Nepalese Rupee,eur-npr,1679,EUR,Euro,NPR,Nepalese Rupee
CHF/NPR,CHF/NPR - Swiss Franc Nepalese Rupee,chf-npr,9557,CHF,Swiss Franc,NPR,Nepalese Rupee
DKK/NPR,DKK/NPR - Danish Krone Nepalese Rupee,dkk-npr,9594,DKK,Danish Krone,NPR,Nepalese Rupee
HUF/NPR,HUF/NPR - Hungarian Forint Nepalese Rupee,huf-npr,9671,HUF,Hungarian Forint,NPR,Nepalese Rupee
ISK/NPR,ISK/NPR - Icelandic Kr Nepalese Rupee,isk-npr,9772,ISK,Icelandic Kr,NPR,Nepalese Rupee
NOK/NPR,NOK/NPR - Norwegian Krone Nepalese Rupee,nok-npr,9867,NOK,Norwegian Krone,NPR,Nepalese Rupee
PLN/NPR,PLN/NPR - Polish Zloty Nepalese Rupee,pln-npr,10003,PLN,Polish Zloty,NPR,Nepalese Rupee
RUB/NPR,RUB/NPR - Russian Ruble Nepalese Rupee,rub-npr,10054,RUB,Russian Ruble,NPR,Nepalese Rupee
SEK/NPR,SEK/NPR - Swedish Krona Nepalese Rupee,sek-npr,10154,SEK,Swedish Krona,NPR,Nepalese Rupee
TRY/NPR,TRY/NPR - Turkish Lira Nepalese Rupee,try-npr,10275,TRY,Turkish Lira,NPR,Nepalese Rupee
GBP/NPR,GBP/NPR - British Pound Nepalese Rupee,gbp-npr,1031025,GBP,British Pound,NPR,Nepalese Rupee
AED/NPR,AED/NPR - UAE Dirham Nepalese Rupee,aed-npr,9323,AED,UAE Dirham,NPR,Nepalese Rupee
ILS/NPR,ILS/NPR - Israeli Shekel Nepalese Rupee,ils-npr,9707,ILS,Israeli Shekel,NPR,Nepalese Rupee
SAR/NPR,SAR/NPR - Saudi Riyal Nepalese Rupee,sar-npr,10105,SAR,Saudi Riyal,NPR,Nepalese Rupee
AUD/NPR,AUD/NPR - Australian Dollar Nepalese Rupee,aud-npr,9408,AUD,Australian Dollar,NPR,Nepalese Rupee
NZD/NPR,NZD/NPR - New Zealand Dollar Nepalese Rupee,nzd-npr,9909,NZD,New Zealand Dollar,NPR,Nepalese Rupee
PHP/NPR,PHP/NPR - Philippine Peso Nepalese Rupee,php-npr,9944,PHP,Philippine Peso,NPR,Nepalese Rupee
PKR/NPR,PKR/NPR - Pakistani Rupee Nepalese Rupee,pkr-npr,9969,PKR,Pakistani Rupee,NPR,Nepalese Rupee
SGD/NPR,SGD/NPR - Singapore Dollar Nepalese Rupee,sgd-npr,10194,SGD,Singapore Dollar,NPR,Nepalese Rupee
THB/NPR,THB/NPR - Thai Baht Nepalese Rupee,thb-npr,10231,THB,Thai Baht,NPR,Nepalese Rupee
TWD/NPR,TWD/NPR - Taiwan Dollar Nepalese Rupee,twd-npr,10326,TWD,Taiwan Dollar,NPR,Nepalese Rupee
ZAR/NPR,ZAR/NPR - South African Rand Nepalese Rupee,zar-npr,10429,ZAR,South African Rand,NPR,Nepalese Rupee
PKR/CZK,PKR/CZK - Pakistani Rupee Czech Koruna,pkr-czk,9954,PKR,Pakistani Rupee,CZK,Czech Koruna
PKR/HUF,PKR/HUF - Pakistani Rupee Hungarian Forint,pkr-huf,9955,PKR,Pakistani Rupee,HUF,Hungarian Forint
HUF/PKR,HUF/PKR - Hungarian Forint Pakistani Rupee,huf-pkr,9663,HUF,Hungarian Forint,PKR,Pakistani Rupee
PKR/ISK,PKR/ISK - Pakistani Rupee Icelandic Kr,pkr-isk,9961,PKR,Pakistani Rupee,ISK,Icelandic Kr
ISK/PKR,ISK/PKR - Icelandic Kr Pakistani Rupee,isk-pkr,9764,ISK,Icelandic Kr,PKR,Pakistani Rupee
PKR/RUB,PKR/RUB - Pakistani Rupee Russian Ruble,pkr-rub,9962,PKR,Pakistani Rupee,RUB,Russian Ruble
RUB/PKR,RUB/PKR - Russian Ruble Pakistani Rupee,rub-pkr,10056,RUB,Russian Ruble,PKR,Pakistani Rupee
EUR/PKR,EUR/PKR - Euro Pakistani Rupee,eur-pkr,1685,EUR,Euro,PKR,Pakistani Rupee
GBP/PKR,GBP/PKR - British Pound Pakistani Rupee,gbp-pkr,1786,GBP,British Pound,PKR,Pakistani Rupee
CHF/PKR,CHF/PKR - Swiss Franc Pakistani Rupee,chf-pkr,9561,CHF,Swiss Franc,PKR,Pakistani Rupee
DKK/PKR,DKK/PKR - Danish Krone Pakistani Rupee,dkk-pkr,9598,DKK,Danish Krone,PKR,Pakistani Rupee
NOK/PKR,NOK/PKR - Norwegian Krone Pakistani Rupee,nok-pkr,9872,NOK,Norwegian Krone,PKR,Pakistani Rupee
PLN/PKR,PLN/PKR - Polish Zloty Pakistani Rupee,pln-pkr,10008,PLN,Polish Zloty,PKR,Pakistani Rupee
SEK/PKR,SEK/PKR - Swedish Krona Pakistani Rupee,sek-pkr,10159,SEK,Swedish Krona,PKR,Pakistani Rupee
TRY/PKR,TRY/PKR - Turkish Lira Pakistani Rupee,try-pkr,10280,TRY,Turkish Lira,PKR,Pakistani Rupee
PKR/PHP,PKR/PHP - Pakistani Rupee Philippine Peso,pkr-php,9959,PKR,Pakistani Rupee,PHP,Philippine Peso
PHP/PKR,PHP/PKR - Philippine Peso Pakistani Rupee,php-pkr,9945,PHP,Philippine Peso,PKR,Pakistani Rupee
PKR/THB,PKR/THB - Pakistani Rupee Thai Baht,pkr-thb,9963,PKR,Pakistani Rupee,THB,Thai Baht
THB/PKR,THB/PKR - Thai Baht Pakistani Rupee,thb-pkr,2058,THB,Thai Baht,PKR,Pakistani Rupee
PKR/LKR,PKR/LKR - Pakistani Rupee Sri Lankan Rupee,pkr-lkr,9967,PKR,Pakistani Rupee,LKR,Sri Lankan Rupee
SGD/PKR,SGD/PKR - Singapore Dollar Pakistani Rupee,sgd-pkr,2040,SGD,Singapore Dollar,PKR,Pakistani Rupee
TWD/PKR,TWD/PKR - Taiwan Dollar Pakistani Rupee,twd-pkr,2079,TWD,Taiwan Dollar,PKR,Pakistani Rupee
PKR/XAF,PKR/XAF - Pakistani Rupee Central African Franc,pkr-xaf,9964,PKR,Pakistani Rupee,XAF,Central African Franc
PKR/KES,PKR/KES - Pakistani Rupee Kenyan Shilling,pkr-kes,9966,PKR,Pakistani Rupee,KES,Kenyan Shilling
PKR/XOF,PKR/XOF - Pakistani Rupee West African CFA franc,pkr-xof,9970,PKR,Pakistani Rupee,XOF,West African CFA franc
EGP/PKR,EGP/PKR - Egyptian Pound Pakistani Rupee,egp-pkr,1602,EGP,Egyptian Pound,PKR,Pakistani Rupee
ZAR/PKR,ZAR/PKR - South African Rand Pakistani Rupee,zar-pkr,2249,ZAR,South African Rand,PKR,Pakistani Rupee
PKR/JMD,PKR/JMD - Pakistani Rupee Jamaican Dollar,pkr-jmd,9965,PKR,Pakistani Rupee,JMD,Jamaican Dollar
PKR/LBP,PKR/LBP - Pakistani Rupee Lebanese Pound,pkr-lbp,9968,PKR,Pakistani Rupee,LBP,Lebanese Pound
AED/PKR,AED/PKR - UAE Dirham Pakistani Rupee,aed-pkr,1469,AED,UAE Dirham,PKR,Pakistani Rupee
BHD/PKR,BHD/PKR - Baharain Dinar Pakistani Rupee,bhd-pkr,1503,BHD,Baharain Dinar,PKR,Pakistani Rupee
KWD/PKR,KWD/PKR - Kuwaiti Dinar Pakistani Rupee,kwd-pkr,1931,KWD,Kuwaiti Dinar,PKR,Pakistani Rupee
OMR/PKR,OMR/PKR - Omani Rial Pakistani Rupee,omr-pkr,1992,OMR,Omani Rial,PKR,Pakistani Rupee
QAR/PKR,QAR/PKR - Qatari Riyal Pakistani Rupee,qar-pkr,2005,QAR,Qatari Riyal,PKR,Pakistani Rupee
SAR/PKR,SAR/PKR - Saudi Riyal Pakistani Rupee,sar-pkr,2011,SAR,Saudi Riyal,PKR,Pakistani Rupee
ILS/PKR,ILS/PKR - Israeli Shekel Pakistani Rupee,ils-pkr,9712,ILS,Israeli Shekel,PKR,Pakistani Rupee
AUD/PKR,AUD/PKR - Australian Dollar Pakistani Rupee,aud-pkr,1497,AUD,Australian Dollar,PKR,Pakistani Rupee
NZD/PKR,NZD/PKR - New Zealand Dollar Pakistani Rupee,nzd-pkr,1988,NZD,New Zealand Dollar,PKR,Pakistani Rupee
PHP/LKR,PHP/LKR - Philippine Peso Sri Lankan Rupee,php-lkr,9938,PHP,Philippine Peso,LKR,Sri Lankan Rupee
PHP/THB,PHP/THB - Philippine Peso Thai Baht,php-thb,9948,PHP,Philippine Peso,THB,Thai Baht
THB/PHP,THB/PHP - Thai Baht Philippine Peso,thb-php,10232,THB,Thai Baht,PHP,Philippine Peso
SGD/PHP,SGD/PHP - Singapore Dollar Philippine Peso,sgd-php,10197,SGD,Singapore Dollar,PHP,Philippine Peso
TWD/PHP,TWD/PHP - Taiwan Dollar Philippine Peso,twd-php,10330,TWD,Taiwan Dollar,PHP,Philippine Peso
PHP/CZK,PHP/CZK - Philippine Peso Czech Koruna,php-czk,9924,PHP,Philippine Peso,CZK,Czech Koruna
PHP/DKK,PHP/DKK - Philippine Peso Danish Krone,php-dkk,9925,PHP,Philippine Peso,DKK,Danish Krone
DKK/PHP,DKK/PHP - Danish Krone Philippine Peso,dkk-php,1595,DKK,Danish Krone,PHP,Philippine Peso
PHP/HUF,PHP/HUF - Philippine Peso Hungarian Forint,php-huf,9929,PHP,Philippine Peso,HUF,Hungarian Forint
HUF/PHP,HUF/PHP - Hungarian Forint Philippine Peso,huf-php,9662,HUF,Hungarian Forint,PHP,Philippine Peso
PHP/ISK,PHP/ISK - Philippine Peso Icelandic Kr,php-isk,9932,PHP,Philippine Peso,ISK,Icelandic Kr
ISK/PHP,ISK/PHP - Icelandic Kr Philippine Peso,isk-php,9762,ISK,Icelandic Kr,PHP,Philippine Peso
PHP/NOK,PHP/NOK - Philippine Peso Norwegian Krone,php-nok,9943,PHP,Philippine Peso,NOK,Norwegian Krone
NOK/PHP,NOK/PHP - Norwegian Krone Philippine Peso,nok-php,9871,NOK,Norwegian Krone,PHP,Philippine Peso
PHP/RUB,PHP/RUB - Philippine Peso Russian Ruble,php-rub,9946,PHP,Philippine Peso,RUB,Russian Ruble
RUB/PHP,RUB/PHP - Russian Ruble Philippine Peso,rub-php,10055,RUB,Russian Ruble,PHP,Philippine Peso
PHP/SEK,PHP/SEK - Philippine Peso Swedish Krona,php-sek,9947,PHP,Philippine Peso,SEK,Swedish Krona
SEK/PHP,SEK/PHP - Swedish Krona Philippine Peso,sek-php,10158,SEK,Swedish Krona,PHP,Philippine Peso
PHP/TRY,PHP/TRY - Philippine Peso Turkish Lira,php-try,9949,PHP,Philippine Peso,TRY,Turkish Lira
TRY/PHP,TRY/PHP - Turkish Lira Philippine Peso,try-php,10279,TRY,Turkish Lira,PHP,Philippine Peso
EUR/PHP,EUR/PHP - Euro Philippine Peso,eur-php,1684,EUR,Euro,PHP,Philippine Peso
GBP/PHP,GBP/PHP - British Pound Philippine Peso,gbp-php,1785,GBP,British Pound,PHP,Philippine Peso
CHF/PHP,CHF/PHP - Swiss Franc Philippine Peso,chf-php,9560,CHF,Swiss Franc,PHP,Philippine Peso
PLN/PHP,PLN/PHP - Polish Zloty Philippine Peso,pln-php,10007,PLN,Polish Zloty,PHP,Philippine Peso
PHP/EGP,PHP/EGP - Philippine Peso Egyptian Pound,php-egp,9927,PHP,Philippine Peso,EGP,Egyptian Pound
PHP/KES,PHP/KES - Philippine Peso Kenyan Shilling,php-kes,9935,PHP,Philippine Peso,KES,Kenyan Shilling
PHP/MAD,PHP/MAD - Philippine Peso Moroccan Dirham,php-mad,9939,PHP,Philippine Peso,MAD,Moroccan Dirham
PHP/NAD,PHP/NAD - Philippine Peso Namibian Dollar,php-nad,9942,PHP,Philippine Peso,NAD,Namibian Dollar
PHP/XAF,PHP/XAF - Philippine Peso Central African Franc,php-xaf,9950,PHP,Philippine Peso,XAF,Central African Franc
PHP/XOF,PHP/XOF - Philippine Peso West African CFA franc,php-xof,9951,PHP,Philippine Peso,XOF,West African CFA franc
PHP/ZAR,PHP/ZAR - Philippine Peso South African Rand,php-zar,9952,PHP,Philippine Peso,ZAR,South African Rand
ZAR/PHP,ZAR/PHP - South African Rand Philippine Peso,zar-php,2248,ZAR,South African Rand,PHP,Philippine Peso
PHP/JMD,PHP/JMD - Philippine Peso Jamaican Dollar,php-jmd,9933,PHP,Philippine Peso,JMD,Jamaican Dollar
PHP/LBP,PHP/LBP - Philippine Peso Lebanese Pound,php-lbp,9937,PHP,Philippine Peso,LBP,Lebanese Pound
AED/PHP,AED/PHP - UAE Dirham Philippine Peso,aed-php,9296,AED,UAE Dirham,PHP,Philippine Peso
ILS/PHP,ILS/PHP - Israeli Shekel Philippine Peso,ils-php,9711,ILS,Israeli Shekel,PHP,Philippine Peso
SAR/PHP,SAR/PHP - Saudi Riyal Philippine Peso,sar-php,10109,SAR,Saudi Riyal,PHP,Philippine Peso
QAR/PHP,QAR/PHP - Qatari Riyal Philippine Peso,qar-php,1091206,QAR,Qatari Riyal,PHP,Philippine Peso
AUD/PHP,AUD/PHP - Australian Dollar Philippine Peso,aud-php,9387,AUD,Australian Dollar,PHP,Philippine Peso
NZD/PHP,NZD/PHP - New Zealand Dollar Philippine Peso,nzd-php,9912,NZD,New Zealand Dollar,PHP,Philippine Peso
SGD/THB,SGD/THB - Singapore Dollar Thai Baht,sgd-thb,2042,SGD,Singapore Dollar,THB,Thai Baht
SGD/TWD,SGD/TWD - Singapore Dollar Taiwan Dollar,sgd-twd,2043,SGD,Singapore Dollar,TWD,Taiwan Dollar
TWD/SGD,TWD/SGD - Taiwan Dollar Singapore Dollar,twd-sgd,10337,TWD,Taiwan Dollar,SGD,Singapore Dollar
SGD/LKR,SGD/LKR - Singapore Dollar Sri Lankan Rupee,sgd-lkr,10188,SGD,Singapore Dollar,LKR,Sri Lankan Rupee
SGD/AUD,SGD/AUD - Singapore Dollar Australian Dollar,sgd-aud,2026,SGD,Singapore Dollar,AUD,Australian Dollar
AUD/SGD,AUD/SGD - Australian Dollar Singapore Dollar,aud-sgd,125,AUD,Australian Dollar,SGD,Singapore Dollar
SGD/NZD,SGD/NZD - Singapore Dollar New Zealand Dollar,sgd-nzd,2039,SGD,Singapore Dollar,NZD,New Zealand Dollar
NZD/SGD,NZD/SGD - New Zealand Dollar Singapore Dollar,nzd-sgd,149,NZD,New Zealand Dollar,SGD,Singapore Dollar
SGD/CHF,SGD/CHF - Singapore Dollar Swiss Franc,sgd-chf,2029,SGD,Singapore Dollar,CHF,Swiss Franc
CHF/SGD,CHF/SGD - Swiss Franc Singapore Dollar,chf-sgd,107,CHF,Swiss Franc,SGD,Singapore Dollar
SGD/DKK,SGD/DKK - Singapore Dollar Danish Krone,sgd-dkk,2031,SGD,Singapore Dollar,DKK,Danish Krone
DKK/SGD,DKK/SGD - Danish Krone Singapore Dollar,dkk-sgd,110,DKK,Danish Krone,SGD,Singapore Dollar
SGD/EUR,SGD/EUR - Singapore Dollar Euro,sgd-eur,2032,SGD,Singapore Dollar,EUR,Euro
EUR/SGD,EUR/SGD - Euro Singapore Dollar,eur-sgd,102,EUR,Euro,SGD,Singapore Dollar
SGD/GBP,SGD/GBP - Singapore Dollar British Pound,sgd-gbp,2033,SGD,Singapore Dollar,GBP,British Pound
GBP/SGD,GBP/SGD - British Pound Singapore Dollar,gbp-sgd,60,GBP,British Pound,SGD,Singapore Dollar
SGD/PLN,SGD/PLN - Singapore Dollar Polish Zloty,sgd-pln,2041,SGD,Singapore Dollar,PLN,Polish Zloty
PLN/SGD,PLN/SGD - Polish Zloty Singapore Dollar,pln-sgd,10014,PLN,Polish Zloty,SGD,Singapore Dollar
SGD/CZK,SGD/CZK - Singapore Dollar Czech Koruna,sgd-czk,10178,SGD,Singapore Dollar,CZK,Czech Koruna
SGD/HUF,SGD/HUF - Singapore Dollar Hungarian Forint,sgd-huf,10181,SGD,Singapore Dollar,HUF,Hungarian Forint
SGD/ISK,SGD/ISK - Singapore Dollar Icelandic Kr,sgd-isk,10183,SGD,Singapore Dollar,ISK,Icelandic Kr
SGD/NOK,SGD/NOK - Singapore Dollar Norwegian Krone,sgd-nok,10193,SGD,Singapore Dollar,NOK,Norwegian Krone
NOK/SGD,NOK/SGD - Norwegian Krone Singapore Dollar,nok-sgd,9878,NOK,Norwegian Krone,SGD,Singapore Dollar
SGD/RON,SGD/RON - Singapore Dollar Romanian Leu,sgd-ron,10199,SGD,Singapore Dollar,RON,Romanian Leu
SGD/RUB,SGD/RUB - Singapore Dollar Russian Ruble,sgd-rub,10200,SGD,Singapore Dollar,RUB,Russian Ruble
SGD/SEK,SGD/SEK - Singapore Dollar Swedish Krona,sgd-sek,10202,SGD,Singapore Dollar,SEK,Swedish Krona
SEK/SGD,SEK/SGD - Swedish Krona Singapore Dollar,sek-sgd,10164,SEK,Swedish Krona,SGD,Singapore Dollar
SGD/TRY,SGD/TRY - Singapore Dollar Turkish Lira,sgd-try,10203,SGD,Singapore Dollar,TRY,Turkish Lira
TRY/SGD,TRY/SGD - Turkish Lira Singapore Dollar,try-sgd,10287,TRY,Turkish Lira,SGD,Singapore Dollar
SGD/ZAR,SGD/ZAR - Singapore Dollar South African Rand,sgd-zar,2045,SGD,Singapore Dollar,ZAR,South African Rand
ZAR/SGD,ZAR/SGD - South African Rand Singapore Dollar,zar-sgd,10439,ZAR,South African Rand,SGD,Singapore Dollar
SGD/EGP,SGD/EGP - Singapore Dollar Egyptian Pound,sgd-egp,10180,SGD,Singapore Dollar,EGP,Egyptian Pound
SGD/KES,SGD/KES - Singapore Dollar Kenyan Shilling,sgd-kes,10186,SGD,Singapore Dollar,KES,Kenyan Shilling
SGD/MAD,SGD/MAD - Singapore Dollar Moroccan Dirham,sgd-mad,10191,SGD,Singapore Dollar,MAD,Moroccan Dirham
SGD/NAD,SGD/NAD - Singapore Dollar Namibian Dollar,sgd-nad,10192,SGD,Singapore Dollar,NAD,Namibian Dollar
SGD/XAF,SGD/XAF - Singapore Dollar Central African Franc,sgd-xaf,10205,SGD,Singapore Dollar,XAF,Central African Franc
SGD/XOF,SGD/XOF - Singapore Dollar West African CFA franc,sgd-xof,10207,SGD,Singapore Dollar,XOF,West African CFA franc
SGD/AED,SGD/AED - Singapore Dollar UAE Dirham,sgd-aed,10174,SGD,Singapore Dollar,AED,UAE Dirham
AED/SGD,AED/SGD - UAE Dirham Singapore Dollar,aed-sgd,9301,AED,UAE Dirham,SGD,Singapore Dollar
SGD/BHD,SGD/BHD - Singapore Dollar Baharain Dinar,sgd-bhd,10176,SGD,Singapore Dollar,BHD,Baharain Dinar
SGD/ILS,SGD/ILS - Singapore Dollar Israeli Shekel,sgd-ils,10182,SGD,Singapore Dollar,ILS,Israeli Shekel
ILS/SGD,ILS/SGD - Israeli Shekel Singapore Dollar,ils-sgd,9719,ILS,Israeli Shekel,SGD,Singapore Dollar
SGD/JOD,SGD/JOD - Singapore Dollar Jordan Dinar,sgd-jod,10185,SGD,Singapore Dollar,JOD,Jordan Dinar
SGD/LBP,SGD/LBP - Singapore Dollar Lebanese Pound,sgd-lbp,10187,SGD,Singapore Dollar,LBP,Lebanese Pound
SGD/OMR,SGD/OMR - Singapore Dollar Omani Rial,sgd-omr,10195,SGD,Singapore Dollar,OMR,Omani Rial
SGD/QAR,SGD/QAR - Singapore Dollar Qatari Riyal,sgd-qar,10198,SGD,Singapore Dollar,QAR,Qatari Riyal
SGD/SAR,SGD/SAR - Singapore Dollar Saudi Riyal,sgd-sar,10201,SGD,Singapore Dollar,SAR,Saudi Riyal
SAR/SGD,SAR/SGD - Saudi Riyal Singapore Dollar,sar-sgd,10115,SAR,Saudi Riyal,SGD,Singapore Dollar
SGD/KWD,SGD/KWD - Singapore Dollar Kuwaiti Dinar,sgd-kwd,1037058,SGD,Singapore Dollar,KWD,Kuwaiti Dinar
KWD/SGD,KWD/SGD - Kuwaiti Dinar Singapore Dollar,kwd-sgd,1037059,KWD,Kuwaiti Dinar,SGD,Singapore Dollar
SGD/BBD,SGD/BBD - Singapore Dollar Barbadian Dollar,sgd-bbd,10175,SGD,Singapore Dollar,BBD,Barbadian Dollar
SGD/JMD,SGD/JMD - Singapore Dollar Jamaican Dollar,sgd-jmd,10184,SGD,Singapore Dollar,JMD,Jamaican Dollar
SGD/XCD,SGD/XCD - Singapore Dollar East Caribbean Dollar,sgd-xcd,10206,SGD,Singapore Dollar,XCD,East Caribbean Dollar
EUR/LKR,EUR/LKR - Euro Sri Lankan Rupee,eur-lkr,1659,EUR,Euro,LKR,Sri Lankan Rupee
GBP/LKR,GBP/LKR - British Pound Sri Lankan Rupee,gbp-lkr,1771,GBP,British Pound,LKR,Sri Lankan Rupee
CHF/LKR,CHF/LKR - Swiss Franc Sri Lankan Rupee,chf-lkr,9552,CHF,Swiss Franc,LKR,Sri Lankan Rupee
DKK/LKR,DKK/LKR - Danish Krone Sri Lankan Rupee,dkk-lkr,9589,DKK,Danish Krone,LKR,Sri Lankan Rupee
HUF/LKR,HUF/LKR - Hungarian Forint Sri Lankan Rupee,huf-lkr,9669,HUF,Hungarian Forint,LKR,Sri Lankan Rupee
ISK/LKR,ISK/LKR - Icelandic Kr Sri Lankan Rupee,isk-lkr,9770,ISK,Icelandic Kr,LKR,Sri Lankan Rupee
NOK/LKR,NOK/LKR - Norwegian Krone Sri Lankan Rupee,nok-lkr,9859,NOK,Norwegian Krone,LKR,Sri Lankan Rupee
PLN/LKR,PLN/LKR - Polish Zloty Sri Lankan Rupee,pln-lkr,9995,PLN,Polish Zloty,LKR,Sri Lankan Rupee
RUB/LKR,RUB/LKR - Russian Ruble Sri Lankan Rupee,rub-lkr,10046,RUB,Russian Ruble,LKR,Sri Lankan Rupee
SEK/LKR,SEK/LKR - Swedish Krona Sri Lankan Rupee,sek-lkr,10147,SEK,Swedish Krona,LKR,Sri Lankan Rupee
TRY/LKR,TRY/LKR - Turkish Lira Sri Lankan Rupee,try-lkr,10267,TRY,Turkish Lira,LKR,Sri Lankan Rupee
AED/LKR,AED/LKR - UAE Dirham Sri Lankan Rupee,aed-lkr,9318,AED,UAE Dirham,LKR,Sri Lankan Rupee
ILS/LKR,ILS/LKR - Israeli Shekel Sri Lankan Rupee,ils-lkr,9699,ILS,Israeli Shekel,LKR,Sri Lankan Rupee
SAR/LKR,SAR/LKR - Saudi Riyal Sri Lankan Rupee,sar-lkr,10097,SAR,Saudi Riyal,LKR,Sri Lankan Rupee
AUD/LKR,AUD/LKR - Australian Dollar Sri Lankan Rupee,aud-lkr,9403,AUD,Australian Dollar,LKR,Sri Lankan Rupee
NZD/LKR,NZD/LKR - New Zealand Dollar Sri Lankan Rupee,nzd-lkr,9902,NZD,New Zealand Dollar,LKR,Sri Lankan Rupee
THB/LKR,THB/LKR - Thai Baht Sri Lankan Rupee,thb-lkr,10225,THB,Thai Baht,LKR,Sri Lankan Rupee
